,장소,주차장수,면수,주차장수 대비 면수
20942,서울특별시 강남구 신사동 618-3,1.0,65.0,65.0
20943,서울특별시 강남구 논현동 243-11,12.0,1073.0,89.41666666666667
20944,서울특별시 강남구 압구정동 456과449,2.0,390.0,195.0
20945,서울특별시 강남구 논현동 143-11,20.0,698.0,34.9
20946,서울특별시 강남구 논현동 학동로30길43,6.0,463.0,77.16666666666667
20947,서울특별시 강남구 삼성동 봉은사로82길14,3.0,2300.0,766.6666666666666
20948,서울특별시 강남구 개포동 1171-5번지,0.0,0.0,0.0
20949,서울특별시 강남구 대치동  974-4,2.0,111.0,55.5
20950,서울특별시 강남구 역삼동 테헤란로19길 51,16.0,2648.0,165.5
20951,서울특별시 강남구 역삼동 서울 강남구 역삼동 806,3.0,463.0,154.33333333333334
20952,서울특별시 강남구 대치동 901-67,10.0,2905.0,290.5
20953,서울특별시 강남구 역삼동 역삼로14길20,5.0,691.0,138.2
20954,서울특별시 강남구 대치동 994-1 올가,0.0,0.0,0.0
20955,서울특별시 강남구 자곡동 664 더시그넘하우스,0.0,0.0,0.0
20956,서울특별시 강남구 청담동 6-8 청담간물,3.0,130.0,43.333333333333336
20957,서울특별시 강남구 개포동 170-3,0.0,0.0,0.0
20958,서울특별시 강남구 대치4동 935-40,2.0,164.0,82.0
20959,서울특별시 강남구 일원동 서울 강남구 일원동 728-9,0.0,0.0,0.0
20960,서울특별시 강남구 도곡동 946-17 부근,4.0,984.0,246.0
20961,서울특별시 강남구 일원동 649-3번지,1.0,2850.0,2850.0
20962,서울특별시 강남구 신사동 642-10번지주변,1.0,45.0,45.0
20963,서울특별시 강남구 역삼동 771-22,0.0,0.0,0.0
20964,서울특별시 강남구 역삼동 봉은사로26길 34,1.0,173.0,173.0
20965,서울특별시 강남구 청담동 49-5 모서리족발,4.0,412.0,103.0
20966,서울특별시 강남구 역삼동 815-6,26.0,2547.0,97.96153846153847
20967,서울특별시 강남구 논현동 182-28번지주변,19.0,1263.0,66.47368421052632
20968,서울특별시 강남구 도곡동 944-5 주변,4.0,984.0,246.0
20969,서울특별시 강남구 대치동 911-13,5.0,2100.0,420.0
20970,서울특별시 강남구 논현동 언주로133길28,14.0,1410.0,100.71428571428571
20971,서울특별시 강남구 도곡동 412-3,0.0,0.0,0.0
20972,서울특별시 강남구 청담동 59~21,5.0,796.0,159.2
20973,서울특별시 강남구 논현동 101-23,7.0,928.0,132.57142857142858
20974,서울특별시 강남구 일원동 서울특별시 강남구 양재대로55길 5,1.0,2850.0,2850.0
20975,서울특별시 강남구 대치동 삼성로68길 5코너,2.0,111.0,55.5
20976,서울특별시 강남구 논현동  280-14 부근,18.0,881.0,48.94444444444444
20977,서울특별시 강남구 논현동 184-15,19.0,1309.0,68.89473684210526
20978,서울특별시 강남구 대치동 507-4 부근,0.0,0.0,0.0
20979,서울특별시 강남구 논현동 182-29 주변,18.0,1228.0,68.22222222222223
20980,서울특별시 강남구 역삼동 792-32,3.0,92.0,30.666666666666668
20981,서울특별시 강남구 개포동 개포로20길58,0.0,0.0,0.0
20982,서울특별시 강남구 청담동 서울 강남구 선릉로158길 15,2.0,56.0,28.0
20983,서울특별시 강남구 일원동 690,0.0,0.0,0.0
20984,서울특별시 강남구 삼성동 121-24,2.0,2255.0,1127.5
20985,서울특별시 강남구 대치동 역삼로412,1.0,73.0,73.0
20986,서울특별시 강남구 역삼동 651-1,1.0,173.0,173.0
20987,서울특별시 강남구 역삼동 741-10,22.0,2467.0,112.13636363636364
20988,서울특별시 강남구 삼성동 124-1,8.0,1427.0,178.375
20989,서울특별시 강남구 삼성동 6 현대아파트,9.0,989.0,109.88888888888889
20990,서울특별시 강남구 역삼동 역삼로34길26,2.0,757.0,378.5
20991,서울특별시 강남구 삼성동 121-1,1.0,132.0,132.0
20992,서울특별시 강남구 역삼동 785-13,2.0,757.0,378.5
20993,서울특별시 강남구 삼성동 서울 강남구 봉은사로67길 5,0.0,0.0,0.0
20994,서울특별시 강남구 대치동 1004주변,8.0,2036.0,254.5
20995,서울특별시 강남구 청담동 118-19번지,3.0,130.0,43.333333333333336
20996,서울특별시 강남구 청담동  77-51 부근,3.0,510.0,170.0
20997,서울특별시 강남구 개포동 1229-2,0.0,0.0,0.0
20998,서울특별시 강남구 역삼동 733-4,0.0,0.0,0.0
20999,서울특별시 강남구 개포동 14 주변,0.0,0.0,0.0
21000,서울특별시 강남구 신사동 541-7,12.0,423.0,35.25
21001,서울특별시 강남구 대치동 서울 강남구 대치동 1018,3.0,249.0,83.0
21002,서울특별시 강남구 삼성2동 111-155,1.0,45.0,45.0
21003,서울특별시 강남구 역삼동 서울 강남구 논현로 513,9.0,2091.0,232.33333333333334
21004,서울특별시 강남구 청담동 서울특별시 강남구 도산대로 521,5.0,705.0,141.0
21005,서울특별시 강남구 신사동 강남대로156길28,16.0,473.0,29.5625
21006,서울특별시 강남구 신사동 626-79,10.0,693.0,69.3
21007,서울특별시 강남구 논현동 논현로113길13,3.0,478.0,159.33333333333334
21008,서울특별시 강남구 역삼동 논현로71길27,2.0,62.0,31.0
21009,서울특별시 강남구 역삼동 800-13,1.0,173.0,173.0
21010,서울특별시 강남구 신사동 서울특별시 강남구 가로수길 69,11.0,994.0,90.36363636363636
21011,서울특별시 강남구 신사동 627-20,7.0,751.0,107.28571428571429
21012,"서울특별시 강남구 청담동 133 (청담동, 소천빌딩) 제일정형",4.0,724.0,181.0
21013,서울특별시 강남구 청담동 32,1.0,185.0,185.0
21014,서울특별시 강남구 역삼동 688-5,2.0,923.0,461.5
21015,서울특별시 강남구 역삼동 794-9,3.0,435.0,145.0
21016,서울특별시 강남구 신사동 598~7,11.0,1505.0,136.8181818181818
21017,서울특별시 강남구 신사동 513-1 신사역2번출구,15.0,509.0,33.93333333333333
21018,서울특별시 강남구 신사동 631-11,6.0,633.0,105.5
21019,서울특별시 강남구 논현동 62-7 정통복(운전자 탑승),10.0,1128.0,112.8
21020,서울특별시 강남구 역삼동 도곡로7길6,6.0,1054.0,175.66666666666666
21021,"서울특별시 강남구 논현동 봉은사로37길35,",2.0,345.0,172.5
21022,서울특별시 강남구 논현동 174-6주변,5.0,492.0,98.4
21023,서울특별시 강남구 청담동 서울 강남구 압구정로61길 36 (청,1.0,11.0,11.0
21024,서울특별시 강남구 일원동 625-22,0.0,0.0,0.0
21025,서울특별시 강남구 대치동 994-12 부근,0.0,0.0,0.0
21026,서울특별시 강남구 일원동 636-14 부근,0.0,0.0,0.0
21027,서울특별시 강남구 논현동 서울특별시 강남구 학동로6길 10,20.0,733.0,36.65
21028,서울특별시 강남구 일원동 50 삼성병원후문,1.0,2850.0,2850.0
21029,서울특별시 강남구 논현동 144-7번지주변,22.0,819.0,37.22727272727273
21030,서울특별시 강남구 신사동 533-,11.0,1065.0,96.81818181818181
21031,서울특별시 강남구 청담동 서울 강남구 청담동 77 이디야커피,2.0,31.0,15.5
21032,서울특별시 강남구 대치동 도곡로431,3.0,249.0,83.0
21033,서울특별시 강남구 청담동 서울특별시 강남구 영동대로 708 농,4.0,724.0,181.0
21034,서울특별시 강남구 논현동 92-2 으리은행,7.0,596.0,85.14285714285714
21035,서울특별시 강남구 대치동 996번지주변,11.0,3538.0,321.6363636363636
21036,서울특별시 강남구 논현동 도산대로170,7.0,198.0,28.285714285714285
21037,서울특별시 강남구 대치동 역삼로87길23,11.0,4583.0,416.6363636363636
21038,서울특별시 강남구 수서동 201-5번지,0.0,0.0,0.0
21039,서울특별시 강남구 청담동 서울특별시 강남구 도산대로 410,2.0,54.0,27.0
21040,서울특별시 강남구 역삼동 643-2,10.0,1888.0,188.8
21041,서울특별시 강남구 대치동 삼성로430,13.0,3958.0,304.46153846153845
21042,서울특별시 강남구 논현동 158-30,22.0,1032.0,46.90909090909091
21043,서울특별시 강남구 논현동 56-16 시그니처,18.0,709.0,39.388888888888886
21044,서울특별시 강남구 신사동 667 윤아트,12.0,423.0,35.25
21045,서울특별시 강남구 도곡동 467-19 주변,2.0,955.0,477.5
21046,서울특별시 강남구 역삼동 831-16 부근,18.0,2116.0,117.55555555555556
21047,서울특별시 강남구 논현동 278-14,1.0,20.0,20.0
21048,서울특별시 강남구 역삼동 621-24번지,27.0,2869.0,106.25925925925925
21049,서울특별시 강남구 논현동 135-4,11.0,628.0,57.09090909090909
21050,서울특별시 강남구 역삼동 840-9 와이드앵글,5.0,691.0,138.2
21051,서울특별시 강남구 역삼동 언주로97길22,10.0,2592.0,259.2
21052,서울특별시 강남구 대치동 1027 래미안 대치 팰리스(1단지),2.0,164.0,82.0
21053,서울특별시 강남구 대치동 1021-18 ,3.0,249.0,83.0
21054,서울특별시 강남구 대치동  1019-15 부근,2.0,111.0,55.5
21055,서울특별시 강남구 역삼동 792-33주변,3.0,92.0,30.666666666666668
21056,서울특별시 강남구 논현동 논현로131길31,10.0,485.0,48.5
21057,서울특별시 강남구 역삼동 746-6,3.0,495.0,165.0
21058,서울특별시 강남구 논현동 61-4 노블왓치,11.0,1288.0,117.0909090909091
21059,서울특별시 강남구 청담동 도산대로70길30,2.0,31.0,15.5
21060,서울특별시 강남구 개포동 서울 강남구 개포동 산 46-38 일,0.0,0.0,0.0
21061,서울특별시 강남구 삼성동 21 신협,2.0,230.0,115.0
21062,서울특별시 강남구 논현동 학동로24길,9.0,491.0,54.55555555555556
21063,서울특별시 강남구 논현동 253-3,11.0,1043.0,94.81818181818181
21064,서울특별시 강남구 논현동 182-11,20.0,1281.0,64.05
21065,서울특별시 강남구 역삼동 서울 강남구 테헤란로2길 27 (역삼,31.0,3010.0,97.09677419354838
21066,서울특별시 강남구 역삼동 733-2주변,0.0,0.0,0.0
21067,서울특별시 강남구 청담동 20-7주변,4.0,450.0,112.5
21068,서울특별시 강남구 삼성동 109-21번지주변,4.0,715.0,178.75
21069,서울특별시 강남구 청담동 84 동보빌딩,1.0,45.0,45.0
21070,서울특별시 강남구 일원동 671번지,1.0,2850.0,2850.0
21071,서울특별시 강남구 역삼동 697-55,11.0,2378.0,216.1818181818182
21072,서울특별시 강남구 논현동 도산대로116,15.0,509.0,33.93333333333333
21073,서울특별시 강남구 역삼동 782-43 부근,3.0,1280.0,426.6666666666667
21074,서울특별시 강남구 대치동 1012-28 부근,13.0,6634.0,510.3076923076923
21075,서울특별시 강남구 대치동 도곡로63길13,1.0,138.0,138.0
21076,서울특별시 강남구 역삼동 659주변,1.0,173.0,173.0
21077,서울특별시 강남구 논현동 서울 강남구 논현로 633,4.0,462.0,115.5
21078,서울특별시 강남구 역삼동 논현로97길28,14.0,2112.0,150.85714285714286
21079,서울특별시 강남구 삼성동 서울 강남구 영동대로 602,3.0,204.0,68.0
21080,서울특별시 강남구 신사동 519-3,12.0,423.0,35.25
21081,서울특별시 강남구 논현동 서울 강남구 언주로129길 20,10.0,1005.0,100.5
21082,서울특별시 강남구 논현동 220주변,6.0,463.0,77.16666666666667
21083,서울특별시 강남구 신사동 626-3,8.0,478.0,59.75
21084,서울특별시 강남구 논현동 251-8,9.0,607.0,67.44444444444444
21085,서울특별시 강남구 삼성동 118-16,2.0,177.0,88.5
21086,서울특별시 강남구 청담동 서울 강남구 압구정로71길 9,2.0,31.0,15.5
21087,서울특별시 강남구 역삼동 601-28,19.0,1227.0,64.57894736842105
21088,서울특별시 강남구 청담동 2-6 서울해장국,2.0,54.0,27.0
21089,서울특별시 강남구 일원동 서울특별시 강남구 양재대로33길 13,1.0,2850.0,2850.0
21090,서울특별시 강남구 일원동 721-2,0.0,0.0,0.0
21091,"서울특별시 강남구 대치동 .889,13",12.0,2975.0,247.91666666666666
21092,서울특별시 강남구 논현동 107-29,16.0,1941.0,121.3125
21093,서울특별시 강남구 역삼동 696-47,9.0,1408.0,156.44444444444446
21094,서울특별시 강남구 논현동 213-35,10.0,1005.0,100.5
21095,서울특별시 강남구 논현동 144 번지주변,19.0,694.0,36.526315789473685
21096,서울특별시 강남구 역삼동 672-5,11.0,2750.0,250.0
21097,서울특별시 강남구 논현동 11월 28일,14.0,439.0,31.357142857142858
21098,서울특별시 강남구 대치동 테헤란로104길31,9.0,2433.0,270.3333333333333
21099,서울특별시 강남구 청담동 서울 강남구 청담동 77 pc방,2.0,31.0,15.5
21100,서울특별시 강남구 대치동 946-13,12.0,5420.0,451.6666666666667
21101,서울특별시 강남구 도곡동 547~5,2.0,395.0,197.5
21102,서울특별시 강남구 수서동 735 부근,0.0,0.0,0.0
21103,서울특별시 강남구 논현동 152-번지주변,7.0,430.0,61.42857142857143
21104,서울특별시 강남구 논현동 139-24번지주변,18.0,710.0,39.44444444444444
21105,서울특별시 강남구 역삼동 725-60,4.0,957.0,239.25
21106,서울특별시 강남구 청담동 139-32 봉은초교,3.0,442.0,147.33333333333334
21107,서울특별시 강남구 논현동 249-3,8.0,869.0,108.625
21108,서울특별시 강남구 청담동 132-12 하이트진로,5.0,823.0,164.6
21109,서울특별시 강남구 신사동 642-23,1.0,45.0,45.0
21110,"서울특별시 강남구 청담동 91-9 (청담동, 파모소빌딩) 할턴",2.0,56.0,28.0
21111,서울특별시 강남구 논현동 서울 강남구 논현동 279 jtbc,7.0,210.0,30.0
21112,서울특별시 강남구 청담동 119-8번지,3.0,130.0,43.333333333333336
21113,서울특별시 강남구 청담동 120-3 스템약국,3.0,130.0,43.333333333333336
21114,서울특별시 강남구 논현동 140-13,21.0,781.0,37.19047619047619
21115,서울특별시 강남구 논현동 267-15 하나은행,4.0,218.0,54.5
21116,서울특별시 강남구 역삼동 692-3번지,5.0,1539.0,307.8
21117,서울특별시 강남구 도곡동 서울 강남구 도곡동 914-26,1.0,363.0,363.0
21118,서울특별시 강남구 논현동 264,6.0,366.0,61.0
21119,서울특별시 강남구 청담동 1-1 까페비비브라운,2.0,54.0,27.0
21120,서울특별시 강남구 논현동 38-14,9.0,497.0,55.22222222222222
21121,서울특별시 강남구 역삼동 657-2,1.0,173.0,173.0
21122,서울특별시 강남구 도곡동 서울특별시 강남구 양재천로 171,0.0,0.0,0.0
21123,서울특별시 강남구 청담동 91-9 거울과창,2.0,56.0,28.0
21124,서울특별시 강남구 도곡동 541-2,3.0,1280.0,426.6666666666667
21125,서울특별시 강남구 일원동 서울특별시 강남구 개포로 648,0.0,0.0,0.0
21126,서울특별시 강남구 신사동 543-7,14.0,1112.0,79.42857142857143
21127,서울특별시 강남구 삼성동 테헤란로 429,11.0,2978.0,270.72727272727275
21128,서울특별시 강남구 청담동 21-9주변,3.0,65.0,21.666666666666668
21129,서울특별시 강남구 신사동 도산대로37길26,10.0,834.0,83.4
21130,서울특별시 강남구 역삼동 서울 강남구 논현로 511,9.0,2091.0,232.33333333333334
21131,서울특별시 강남구 율현동 296-11번지,0.0,0.0,0.0
21132,서울특별시 강남구 압구정동 서울 강남구 압구정로29길 65,1.0,325.0,325.0
21133,서울특별시 강남구 역삼동 801-13,1.0,173.0,173.0
21134,서울특별시 강남구 대치동 도곡로433,3.0,249.0,83.0
21135,서울특별시 강남구 역삼동 언주로107길 38,1.0,173.0,173.0
21136,서울특별시 강남구 역삼동 720-33주변,12.0,2959.0,246.58333333333334
21137,서울특별시 강남구 신사동 압구정로136,11.0,1504.0,136.72727272727272
21138,서울특별시 강남구 논현동 227-7번지,2.0,345.0,172.5
21139,서울특별시 강남구 청담동 77-76 세란의원,2.0,230.0,115.0
21140,서울특별시 강남구 논현동 197-22,18.0,1188.0,66.0
21141,서울특별시 강남구 역삼동 669-9주변,9.0,2649.0,294.3333333333333
21142,서울특별시 강남구 신사동 651-21 시지부이(운전자탑승주정차위반,5.0,496.0,99.2
21143,서울특별시 강남구 신사동 526-13,13.0,493.0,37.92307692307692
21144,서울특별시 강남구 역삼동 역삼로3길16,19.0,2178.0,114.63157894736842
21145,"서울특별시 강남구 개포동 서울 강남구 선릉로 8 (개포동, 래",0.0,0.0,0.0
21146,서울특별시 강남구 삼성동 172-99 ,12.0,3011.0,250.91666666666666
21147,서울특별시 강남구 대치동 923-4번지,1.0,138.0,138.0
21148,서울특별시 강남구 역삼동 서울 강남구 역삼동 804 스파이더,10.0,2770.0,277.0
21149,서울특별시 강남구 수서동 광평로31길74,1.0,2850.0,2850.0
21150,서울특별시 강남구 논현동  164(운전자탑승),20.0,718.0,35.9
21151,서울특별시 강남구 논현동 73-34,12.0,1120.0,93.33333333333333
21152,서울특별시 강남구 논현동 255-22,8.0,863.0,107.875
21153,서울특별시 강남구 청담동 131-1,5.0,823.0,164.6
21154,서울특별시 강남구 삼성동 서울 강남구 삼성동 172-32,3.0,2300.0,766.6666666666666
21155,서울특별시 강남구 신사동 608-13,8.0,786.0,98.25
21156,서울특별시 강남구 논현동 70-6 톨비스트,12.0,1181.0,98.41666666666667
21157,서울특별시 강남구 청담동 98-7 (젤피부과),2.0,31.0,15.5
21158,서울특별시 강남구 신사동 663번지,1.0,45.0,45.0
21159,서울특별시 강남구 신사동 논현로176길20,8.0,786.0,98.25
21160,서울특별시 강남구 청담동 91-15,2.0,56.0,28.0
21161,서울특별시 강남구 도곡동 도곡로6길13(944-6),4.0,984.0,246.0
21162,서울특별시 강남구 도곡동 도곡로28길8,3.0,1280.0,426.6666666666667
21163,서울특별시 강남구 청담동 141-13,2.0,31.0,15.5
21164,서울특별시 강남구 신사동 667 102 스타벅스,12.0,423.0,35.25
21165,서울특별시 강남구 청담동 125-16 (운전자탑승단속),4.0,694.0,173.5
21166,서울특별시 강남구 도곡동 463 한웰빌딩,1.0,523.0,523.0
21167,서울특별시 강남구 도곡동  967 부근,2.0,545.0,272.5
21168,서울특별시 강남구 대치동 서울 강남구 도곡로 401,1.0,138.0,138.0
21169,서울특별시 강남구 논현동 117-1 프라자약국,17.0,1961.0,115.3529411764706
21170,서울특별시 강남구 논현동 110-19주변,14.0,1794.0,128.14285714285714
21171,서울특별시 강남구 개포동 1237-5,0.0,0.0,0.0
21172,서울특별시 강남구 역삼동 798-32 도연검도관(운전자탑승),2.0,545.0,272.5
21173,서울특별시 강남구 논현동 논현로123길52-6,12.0,835.0,69.58333333333333
21174,서울특별시 강남구 논현동 학동로47길14,15.0,1911.0,127.4
21175,서울특별시 강남구 역삼동 625,9.0,1661.0,184.55555555555554
21176,서울특별시 강남구 삼성동 109-21주변,4.0,715.0,178.75
21177,서울특별시 강남구 도곡동 서울 강남구 도곡로 138,5.0,1024.0,204.8
21178,서울특별시 강남구 신사동 613-10,8.0,786.0,98.25
21179,서울특별시 강남구 신사동 596-13,10.0,1180.0,118.0
21180,서울특별시 강남구 역삼동 720-5,12.0,2959.0,246.58333333333334
21181,서울특별시 강남구 신사동 660-11주변,1.0,45.0,45.0
21182,서울특별시 강남구 삼성동 서울 강남구 테헤란로87길 22 (삼,10.0,4512.0,451.2
21183,서울특별시 강남구 압구정동 489주변,0.0,0.0,0.0
21184,서울특별시 강남구 대치동 대치동 941-21 ,3.0,249.0,83.0
21185,서울특별시 강남구 신사동 517-2,15.0,466.0,31.066666666666666
21186,서울특별시 강남구 역삼동 서울 강남구 테헤란로 218-2,10.0,2577.0,257.7
21187,서울특별시 강남구 청담동 97-5 신세계인터네서널,2.0,31.0,15.5
21188,서울특별시 강남구 논현동 언주로136길12,17.0,1947.0,114.52941176470588
21189,서울특별시 강남구 논현동 6-2 더에스,9.0,244.0,27.11111111111111
21190,서울특별시 강남구 개포동 186 부근,0.0,0.0,0.0
21191,서울특별시 강남구 역삼동 644-6 부근,12.0,2011.0,167.58333333333334
21192,서울특별시 강남구 청담동 1-1 한우리,2.0,54.0,27.0
21193,서울특별시 강남구 신사동 611 중산빌딩,9.0,1472.0,163.55555555555554
21194,서울특별시 강남구 삼성동  172-99 ,12.0,3011.0,250.91666666666666
21195,서울특별시 강남구 대치동  1006-17 부근,8.0,2036.0,254.5
21196,서울특별시 강남구 청담동 학동로97길51,6.0,843.0,140.5
21197,서울특별시 강남구 논현동 88-11 부근,10.0,1000.0,100.0
21198,서울특별시 강남구 삼성동 74-4 경기고교정문,3.0,147.0,49.0
21199,서울특별시 강남구 논현동 80 J타워,12.0,1139.0,94.91666666666667
21200,서울특별시 강남구 역삼동 697-54,11.0,2378.0,216.1818181818182
21201,서울특별시 강남구 논현동 59-4 W-스토어,7.0,406.0,58.0
21202,서울특별시 강남구 논현동 271-22,1.0,20.0,20.0
21203,서울특별시 강남구 청담동 서울 강남구 도산대로 457 (청담동,2.0,31.0,15.5
21204,서울특별시 강남구 청담동 124-19번지,5.0,705.0,141.0
21205,서울특별시 강남구 청담동 32-6 번지주변,1.0,185.0,185.0
21206,서울특별시 강남구 삼성동 159 공사장,6.0,3053.0,508.8333333333333
21207,서울특별시 강남구 논현동 203-1번지,16.0,1141.0,71.3125
21208,서울특별시 강남구 삼성동 127-8 백합,11.0,5327.0,484.27272727272725
21209,서울특별시 강남구 수서동 714-1,0.0,0.0,0.0
21210,서울특별시 강남구 논현동 192-8,2.0,444.0,222.0
21211,서울특별시 강남구 청담동 120-10,3.0,130.0,43.333333333333336
21212,서울특별시 강남구 역삼동 봉은사로18길45-2,24.0,2236.0,93.16666666666667
21213,서울특별시 강남구 도곡동 547-2,2.0,395.0,197.5
21214,서울특별시 강남구 논현동 93-2 시네마,7.0,596.0,85.14285714285714
21215,서울특별시 강남구 역삼동 논현로85길43,19.0,2745.0,144.47368421052633
21216,서울특별시 강남구 신사동 540-12,11.0,393.0,35.72727272727273
21217,서울특별시 강남구 청담동 도산대로532,6.0,807.0,134.5
21218,서울특별시 강남구 역삼동 663-10,7.0,2162.0,308.85714285714283
21219,서울특별시 강남구 도곡동  산 110 부근,1.0,523.0,523.0
21220,서울특별시 강남구 논현동 139-31,18.0,710.0,39.44444444444444
21221,서울특별시 강남구 역삼동 823-7,29.0,3005.0,103.62068965517241
21222,서울특별시 강남구 역삼동 794-15,3.0,435.0,145.0
21223,서울특별시 강남구 대치동 939-23 베스티안병원,3.0,249.0,83.0
21224,서울특별시 강남구 일원동 서울 강남구 개포로 644,0.0,0.0,0.0
21225,서울특별시 강남구 논현동 212-14,10.0,1005.0,100.5
21226,서울특별시 강남구 역삼동 봉은사로16길 23,13.0,1058.0,81.38461538461539
21227,서울특별시 강남구 수서동 734 부근,0.0,0.0,0.0
21228,서울특별시 강남구 청담동 2-10 한성모터(운전자탑승),2.0,54.0,27.0
21229,서울특별시 강남구 삼성동 152-3주변,5.0,3346.0,669.2
21230,서울특별시 강남구 역삼동 643-1주변,12.0,1919.0,159.91666666666666
21231,서울특별시 강남구 논현동 24-4번지,20.0,773.0,38.65
21232,서울특별시 강남구 삼성동 152-52 부근,11.0,5477.0,497.90909090909093
21233,서울특별시 강남구 청담동 87-8 (청담동) 유니팜약국옆,2.0,56.0,28.0
21234,서울특별시 강남구 역삼동 788-16,3.0,1280.0,426.6666666666667
21235,서울특별시 강남구 대치동 역삼로81길 22,11.0,3926.0,356.90909090909093
21236,서울특별시 강남구 역삼동 800-31,21.0,1374.0,65.42857142857143
21237,서울특별시 강남구 삼성동 서울 강남구 삼성동 151-7,11.0,5231.0,475.54545454545456
21238,서울특별시 강남구 개포동 1184-10,0.0,0.0,0.0
21239,서울특별시 강남구 대치동 선릉로76길9-20,11.0,1826.0,166.0
21240,서울특별시 강남구 대치동 939-27 아이데스크(운전자 탑승),3.0,249.0,83.0
21241,서울특별시 강남구 도곡동 412-7,0.0,0.0,0.0
21242,서울특별시 강남구 대치동 서울특별시 강남구 역삼로92길 12,6.0,2000.0,333.3333333333333
21243,서울특별시 강남구 신사동 논현로158길30,10.0,870.0,87.0
21244,서울특별시 강남구 신사동 630-17 도쿄파마스(운전자탑승),5.0,496.0,99.2
21245,서울특별시 강남구 대치동 서울 강남구 선릉로68길 7,1.0,138.0,138.0
21246,서울특별시 강남구 압구정동 458번지,2.0,390.0,195.0
21247,서울특별시 강남구 신사동 526-12,13.0,493.0,37.92307692307692
21248,서울특별시 강남구 청담동 77 농협,2.0,31.0,15.5
21249,서울특별시 강남구 역삼동 언주로103길15,3.0,1299.0,433.0
21250,서울특별시 강남구 세곡동 376-49,0.0,0.0,0.0
21251,서울특별시 강남구 신사동 논현로152길7,9.0,1252.0,139.11111111111111
21252,서울특별시 강남구 압구정동 451번지,7.0,626.0,89.42857142857143
21253,서울특별시 강남구 논현동 서울 강남구 강남대로 606,14.0,517.0,36.92857142857143
21254,서울특별시 강남구 논현동 봉은사로33길22,1.0,173.0,173.0
21255,서울특별시 강남구 역삼동 언주로108길20,0.0,0.0,0.0
21256,서울특별시 강남구 역삼동 644-6,12.0,2011.0,167.58333333333334
21257,서울특별시 강남구 논현동 04월 11일,15.0,509.0,33.93333333333333
21258,서울특별시 강남구 역삼동 702-23,12.0,2425.0,202.08333333333334
21259,서울특별시 강남구 대치동 943~30,12.0,6125.0,510.4166666666667
21260,서울특별시 강남구 삼성동 서울 강남구 테헤란로 411,12.0,2975.0,247.91666666666666
21261,서울특별시 강남구 대치동 945 삼안빌딩,15.0,6768.0,451.2
21262,서울특별시 강남구 일원동 680-7,1.0,2850.0,2850.0
21263,서울특별시 강남구 역삼동 780-47주변,2.0,757.0,378.5
21264,서울특별시 강남구 세곡동 376-22,1.0,45.0,45.0
21265,"서울특별시 강남구 역삼동 831-18 (역삼동, 역삼빌딩)",19.0,2178.0,114.63157894736842
21266,서울특별시 강남구 대치동 896-45번지,11.0,2781.0,252.8181818181818
21267,서울특별시 강남구 압구정동 서울 강남구 압구정동 495,0.0,0.0,0.0
21268,서울특별시 강남구 삼성동 테헤란로77길26,13.0,5233.0,402.53846153846155
21269,서울특별시 강남구 역삼동 815-4,27.0,2585.0,95.74074074074075
21270,서울특별시 강남구 대치동 959-12,14.0,4296.0,306.85714285714283
21271,서울특별시 강남구 삼성동 서울 강남구 봉은사로68길 47,9.0,1500.0,166.66666666666666
21272,서울특별시 강남구 도곡동 남부순환로351길19,1.0,363.0,363.0
21273,서울특별시 강남구 역삼동 서울특별시 강남구 도곡로7길 11,5.0,691.0,138.2
21274,서울특별시 강남구 삼성동 봉은사로55길27,3.0,84.0,28.0
21275,서울특별시 강남구 대치동  대치동 1012-82 부근,2.0,111.0,55.5
21276,서울특별시 강남구 역삼동 677-32,10.0,2577.0,257.7
21277,서울특별시 강남구 신사동 629-34 PXG(운전자탑승),9.0,1252.0,139.11111111111111
21278,서울특별시 강남구 삼성동  111-104,10.0,1080.0,108.0
21279,서울특별시 강남구 대치동 역삼로451,8.0,2408.0,301.0
21280,서울특별시 강남구 청담동 139-2 부근,2.0,56.0,28.0
21281,서울특별시 강남구 논현동 서울 강남구 언주로 634,9.0,936.0,104.0
21282,서울특별시 강남구 신사동 517-8번지,15.0,466.0,31.066666666666666
21283,서울특별시 강남구 대치동 890~20주변,12.0,3011.0,250.91666666666666
21284,서울특별시 강남구 청담동 5-12 휴맨스티빌,2.0,31.0,15.5
21285,서울특별시 강남구 논현동  93-3,6.0,498.0,83.0
21286,서울특별시 강남구 청담동 73-4 부근,4.0,724.0,181.0
21287,서울특별시 강남구 대치동 서울 강남구 선릉로72길 27-2,2.0,230.0,115.0
21288,서울특별시 강남구 역삼동 814-5주변,24.0,1663.0,69.29166666666667
21289,서울특별시 강남구 논현동 144-8번지,22.0,819.0,37.22727272727273
21290,서울특별시 강남구 신사동 555-17,14.0,1172.0,83.71428571428571
21291,서울특별시 강남구 논현동 73-15,12.0,1120.0,93.33333333333333
21292,서울특별시 강남구 논현동 241-6,10.0,964.0,96.4
21293,서울특별시 강남구 논현동 263-24,3.0,119.0,39.666666666666664
21294,서울특별시 강남구 청담동 126-6 번지주변,5.0,705.0,141.0
21295,서울특별시 강남구 삼성동 서울 강남구 선릉로126길 22,8.0,980.0,122.5
21296,서울특별시 강남구 신사동 545-25번지,13.0,1109.0,85.3076923076923
21297,서울특별시 강남구 청담동 서울 강남구 도산대로70길 23,2.0,31.0,15.5
