,장소,주차장수,면수,주차장수 대비 면수
3881,서울특별시 강남구 역삼동 770-1,1.0,22.0,22.0
3882,서울특별시 강남구 신사동 588-21주변,9.0,821.0,91.22222222222223
3883,서울특별시 강남구 역삼동 678-35,9.0,2477.0,275.22222222222223
3884,서울특별시 강남구 역삼동 697-11,10.0,1489.0,148.9
3885,서울특별시 강남구 역삼동 837-11,6.0,1054.0,175.66666666666666
3886,서울특별시 강남구 역삼동 840,6.0,1054.0,175.66666666666666
3887,서울특별시 강남구 논현동 서울 강남구 학동로 303-2,17.0,1849.0,108.76470588235294
3888,서울특별시 강남구 논현동 91-9주변,6.0,587.0,97.83333333333333
3889,서울특별시 강남구 대치동 975-19,2.0,111.0,55.5
3890,서울특별시 강남구 논현동 280-10,17.0,824.0,48.470588235294116
3891,서울특별시 강남구 수서동 715-1,0.0,0.0,0.0
3892,서울특별시 강남구 도곡동 942-11,6.0,1054.0,175.66666666666666
3893,서울특별시 강남구 논현동 110-19,14.0,1794.0,128.14285714285714
3894,서울특별시 강남구 수서동 746 까치마을아파트,1.0,2850.0,2850.0
3895,서울특별시 강남구 역삼동 667-18,6.0,2117.0,352.8333333333333
3896,서울특별시 강남구 대치동 944-20,14.0,6684.0,477.42857142857144
3897,서울특별시 강남구 논현동 199-24,18.0,1174.0,65.22222222222223
3898,서울특별시 강남구 역삼동 823-35,30.0,3057.0,101.9
3899,서울특별시 강남구 역삼동 739-19,7.0,1681.0,240.14285714285714
3900,서울특별시 강남구 논현동 132-11,9.0,491.0,54.55555555555556
3901,서울특별시 강남구 논현동 149-5번지,12.0,604.0,50.333333333333336
3902,서울특별시 강남구 삼성동 서울 강남구 삼성동 111-4,2.0,149.0,74.5
3903,서울특별시 강남구 논현동 156-27,8.0,754.0,94.25
3904,서울특별시 강남구 청담동 101-15,2.0,31.0,15.5
3905,서울특별시 강남구 논현동 170-1,18.0,1235.0,68.61111111111111
3906,서울특별시 강남구 역삼동 논현로85길 71,30.0,3057.0,101.9
3907,서울특별시 강남구 개포동 1190-9,0.0,0.0,0.0
3908,서울특별시 강남구 대치동 1004-8,8.0,2036.0,254.5
3909,서울특별시 강남구 개포동 1187,0.0,0.0,0.0
3910,서울특별시 강남구 신사동 541-17,11.0,353.0,32.09090909090909
3911,서울특별시 강남구 청담동 139-19,3.0,130.0,43.333333333333336
3912,서울특별시 강남구 삼성동 107-7,3.0,204.0,68.0
3913,서울특별시 강남구 청담동 14,3.0,216.0,72.0
3914,서울특별시 강남구 논현동 140-2,20.0,777.0,38.85
3915,서울특별시 강남구 논현동 208-9,10.0,1005.0,100.5
3916,서울특별시 강남구 신사동 624-21,8.0,800.0,100.0
3917,서울특별시 강남구 역삼동 718-10,9.0,2477.0,275.22222222222223
3918,서울특별시 강남구 신사동 537-13,13.0,376.0,28.923076923076923
3919,서울특별시 강남구 논현동 155-4,7.0,723.0,103.28571428571429
3920,서울특별시 강남구 개포동 652,0.0,0.0,0.0
3921,서울특별시 강남구 역삼동 826-24,26.0,2230.0,85.76923076923077
3922,서울특별시 강남구 삼성동 영동대로 96길,11.0,4408.0,400.72727272727275
3923,서울특별시 강남구 청담동 89-18,2.0,56.0,28.0
3924,서울특별시 강남구 논현동 148-2,13.0,675.0,51.92307692307692
3925,서울특별시 강남구 역삼동 700-5,11.0,2516.0,228.72727272727272
3926,서울특별시 강남구 논현동 197-16번지,19.0,1309.0,68.89473684210526
3927,서울특별시 강남구 역삼동 697-8,11.0,2378.0,216.1818181818182
3928,서울특별시 강남구 역삼동 도곡로19길 13,1.0,22.0,22.0
3929,서울특별시 강남구 역삼동 695-13,10.0,1489.0,148.9
3930,서울특별시 강남구 개포동 서울 강남구 개포동 185,0.0,0.0,0.0
3931,서울특별시 강남구 청담동 12월 22일,2.0,31.0,15.5
3932,서울특별시 강남구 논현동 144-7,22.0,819.0,37.22727272727273
3933,서울특별시 강남구 역삼동 726-2,6.0,1294.0,215.66666666666666
3934,서울특별시 강남구 도곡동 941-5,6.0,1054.0,175.66666666666666
3935,서울특별시 강남구 역삼동 672-27,10.0,2577.0,257.7
3936,서울특별시 강남구 신사동 665,1.0,45.0,45.0
3937,서울특별시 강남구 일원동 732-4,0.0,0.0,0.0
3938,서울특별시 강남구 일원1동 일원로 부근,0.0,0.0,0.0
3939,서울특별시 강남구 논현동 서울 강남구 논현동 279-89,14.0,1540.0,110.0
3940,서울특별시 강남구 대치동 890-42,12.0,2860.0,238.33333333333334
3941,서울특별시 강남구 삼성동 157-39 부근,15.0,6461.0,430.73333333333335
3942,서울특별시 강남구 수서동 725-1주변,0.0,0.0,0.0
3943,서울특별시 강남구 역삼동 719-35,10.0,2577.0,257.7
3944,서울특별시 강남구 역삼동 677-8,10.0,2577.0,257.7
3945,서울특별시 강남구 논현동 12월 13일,14.0,464.0,33.142857142857146
3946,서울특별시 강남구 논현동 234-3,1.0,173.0,173.0
3947,서울특별시 강남구 수서동 735-1,0.0,0.0,0.0
3948,서울특별시 강남구 신사동 536-3번지,12.0,403.0,33.583333333333336
3949,서울특별시 강남구 삼성동 89,4.0,251.0,62.75
3950,서울특별시 강남구 개포동 1239-14,0.0,0.0,0.0
3951,서울특별시 강남구 논현동 227-4,2.0,345.0,172.5
3952,서울특별시 강남구 삼성동 봉은사로103길6,3.0,204.0,68.0
3953,서울특별시 강남구 신사동 513,15.0,509.0,33.93333333333333
3954,서울특별시 강남구 논현2동 279-92,7.0,795.0,113.57142857142857
3955,서울특별시 강남구 삼성동 100-14,2.0,549.0,274.5
3956,서울특별시 강남구 역삼동 670,7.0,2164.0,309.14285714285717
3957,서울특별시 강남구 수서동 214-2/SRT주변SRT주변.,0.0,0.0,0.0
3958,서울특별시 강남구 역삼동 770-22,1.0,22.0,22.0
3959,서울특별시 강남구 논현동 선릉로131길16,13.0,1696.0,130.46153846153845
3960,서울특별시 강남구 대치동 21-1~19주변,0.0,0.0,0.0
3961,서울특별시 강남구 논현동 128-9,8.0,436.0,54.5
3962,서울특별시 강남구 청담동 132-9,5.0,823.0,164.6
3963,서울특별시 강남구 삼성동 학동로88길20,4.0,379.0,94.75
3964,서울특별시 강남구 수서동 745-2,1.0,2850.0,2850.0
3965,서울특별시 강남구 역삼동 741-29,25.0,2749.0,109.96
3966,서울특별시 강남구 논현동 89,14.0,1490.0,106.42857142857143
3967,서울특별시 강남구 대치동 939-24,3.0,249.0,83.0
3968,서울특별시 강남구 청담동 도산대로101길 29 주변,4.0,694.0,173.5
3969,서울특별시 강남구 논현동 230-20,1.0,173.0,173.0
3970,서울특별시 강남구 논현동 213-4,10.0,1005.0,100.5
3971,서울특별시 강남구 대치동 965-31,3.0,614.0,204.66666666666666
3972,서울특별시 강남구 개포동 1189,0.0,0.0,0.0
3973,서울특별시 강남구 논현동 151-17,8.0,460.0,57.5
3974,서울특별시 강남구 대치동 1011 부근,16.0,6799.0,424.9375
3975,서울특별시 강남구 역삼동 736-46,10.0,1888.0,188.8
3976,서울특별시 강남구 역삼동 604-6,7.0,941.0,134.42857142857142
3977,서울특별시 강남구 도곡동 164-6,2.0,1179.0,589.5
3978,서울특별시 강남구 청담동 서울 강남구 청담동 77-72,2.0,230.0,115.0
3979,서울특별시 강남구 개포동 1165,0.0,0.0,0.0
3980,서울특별시 강남구 역삼동 언주로94길,11.0,2516.0,228.72727272727272
3981,서울특별시 강남구 개포동 1192-4,0.0,0.0,0.0
3982,서울특별시 강남구 신사동 634-11,3.0,247.0,82.33333333333333
3983,서울특별시 강남구 역삼동 806-4,1.0,22.0,22.0
3984,서울특별시 강남구 논현동 06월 25일,12.0,373.0,31.083333333333332
3985,서울특별시 강남구 역삼동 777-13,1.0,22.0,22.0
3986,서울특별시 강남구 대치동 994-12,0.0,0.0,0.0
3987,서울특별시 강남구 역삼동 도곡로57길12,1.0,138.0,138.0
3988,서울특별시 강남구 청담동 15,3.0,510.0,170.0
3989,서울특별시 강남구 역삼동 634-2,23.0,2325.0,101.08695652173913
3990,서울특별시 강남구 청담동 97-4 농협,2.0,31.0,15.5
3991,서울특별시 강남구 대치동 1012-95 부근,2.0,111.0,55.5
3992,서울특별시 강남구 수서동 201-5 srt,0.0,0.0,0.0
3993,서울특별시 강남구 논현동 서울 강남구 언주로 615,2.0,252.0,126.0
3994,서울특별시 강남구 개포동 1190-7주변,0.0,0.0,0.0
3995,서울특별시 강남구 신사동 542-3,13.0,1109.0,85.3076923076923
3996,서울특별시 강남구 신사동 624-22,7.0,475.0,67.85714285714286
3997,서울특별시 강남구 역삼동 646-11,13.0,2032.0,156.30769230769232
3998,서울특별시 강남구 논현동 179-1,14.0,1101.0,78.64285714285714
3999,서울특별시 강남구 자곡동 475-11,0.0,0.0,0.0
4000,서울특별시 강남구 대치동 977-4,2.0,423.0,211.5
4001,서울특별시 강남구 삼성동 115-10,0.0,0.0,0.0
4002,서울특별시 강남구 청담동 102-1,2.0,31.0,15.5
4003,서울특별시 강남구 역삼동 607-21,1.0,173.0,173.0
4004,서울특별시 강남구 압구정동 440주변,0.0,0.0,0.0
4005,서울특별시 강남구 삼성동 91-25,3.0,204.0,68.0
4006,서울특별시 강남구 역삼동 619-24,27.0,2626.0,97.25925925925925
4007,서울특별시 강남구 역삼동 799,5.0,683.0,136.6
4008,서울특별시 강남구 논현동 선릉로129길11,11.0,1043.0,94.81818181818181
4009,서울특별시 강남구 논현동 133-13번지주변,10.0,600.0,60.0
4010,서울특별시 강남구 청담동 83-14,2.0,56.0,28.0
4011,서울특별시 강남구 대치동 963,4.0,640.0,160.0
4012,서울특별시 강남구 역삼동 741-2,27.0,2926.0,108.37037037037037
4013,서울특별시 강남구 역삼동 679-1번지주변,8.0,2476.0,309.5
4014,서울특별시 강남구 논현동 221-13,2.0,345.0,172.5
4015,서울특별시 강남구 자곡동 626,0.0,0.0,0.0
4016,서울특별시 강남구 역삼동 729-38,3.0,365.0,121.66666666666667
4017,서울특별시 강남구 신사동 529,10.0,945.0,94.5
4018,서울특별시 강남구 압구정동 서울 강남구 압구정동 456,2.0,390.0,195.0
4019,서울특별시 강남구 삼성동 166-3,6.0,827.0,137.83333333333334
4020,서울특별시 강남구 역삼동 734-14,0.0,0.0,0.0
4021,서울특별시 강남구 역삼동 612-5,4.0,824.0,206.0
4022,서울특별시 강남구 수서동 198-1srt주변,0.0,0.0,0.0
4023,서울특별시 강남구 역삼동 언주로103길,3.0,1299.0,433.0
4024,서울특별시 강남구 수서동 738,0.0,0.0,0.0
4025,서울특별시 강남구 역삼동 681-3,0.0,0.0,0.0
4026,서울특별시 강남구 도곡동 421-1,0.0,0.0,0.0
4027,서울특별시 강남구 논현동 92-2 우리은행,7.0,596.0,85.14285714285714
4028,서울특별시 강남구 역삼동 818-14주변,32.0,2888.0,90.25
4029,서울특별시 강남구 역삼동 781-37,2.0,757.0,378.5
4030,서울특별시 강남구 대치동 993,1.0,85.0,85.0
4031,서울특별시 강남구 신사동 651,5.0,496.0,99.2
4032,서울특별시 강남구 논현동 149-24,10.0,558.0,55.8
4033,서울특별시 강남구 청담동 117-14,3.0,130.0,43.333333333333336
4034,서울특별시 강남구 수서동 187,0.0,0.0,0.0
4035,서울특별시 강남구 역삼동 824-17주변,33.0,3175.0,96.21212121212122
4036,서울특별시 강남구 대치동 890-38번지주변,12.0,3011.0,250.91666666666666
4037,서울특별시 강남구 역삼동 635-5,31.0,3241.0,104.54838709677419
4038,서울특별시 강남구 역삼동 690-28,5.0,1539.0,307.8
4039,서울특별시 강남구 세곡동 587주변,1.0,45.0,45.0
4040,서울특별시 강남구 논현동 152-5주변,5.0,388.0,77.6
4041,서울특별시 강남구 논현동 10월 12일,10.0,261.0,26.1
4042,서울특별시 강남구 대치동 890-62,12.0,3011.0,250.91666666666666
4043,서울특별시 강남구 도곡동 168,3.0,1478.0,492.6666666666667
4044,서울특별시 강남구 역삼동 752,13.0,1061.0,81.61538461538461
4045,서울특별시 강남구 역삼동 813-4,22.0,1405.0,63.86363636363637
4046,서울특별시 강남구 논현동 146-4,19.0,648.0,34.10526315789474
4047,서울특별시 강남구 역삼동 796-1,1.0,22.0,22.0
4048,서울특별시 강남구 역삼동 606,2.0,444.0,222.0
4049,서울특별시 강남구 대치2동 남부순환로 부근,0.0,0.0,0.0
4050,서울특별시 강남구 신사동 561-31,9.0,244.0,27.11111111111111
4051,서울특별시 강남구 역삼동 684-22,0.0,0.0,0.0
4052,서울특별시 강남구 대치동 대치동 18-11 번지 주변,0.0,0.0,0.0
4053,서울특별시 강남구 역삼동 619-10,25.0,2008.0,80.32
4054,서울특별시 강남구 대치동 889-72,11.0,1826.0,166.0
4055,서울특별시 강남구 역삼동 논현로85길 33,12.0,2050.0,170.83333333333334
4056,서울특별시 강남구 신사동 587-9,10.0,1332.0,133.2
4057,서울특별시 강남구 청담동 94,3.0,76.0,25.333333333333332
4058,서울특별시 강남구 역삼동 762-3,1.0,735.0,735.0
4059,서울특별시 강남구 역삼동 740-21,12.0,1480.0,123.33333333333333
4060,서울특별시 강남구 자곡동 591,0.0,0.0,0.0
4061,서울특별시 강남구 논현동 163-12번지주변,23.0,1415.0,61.52173913043478
4062,서울특별시 강남구 역삼동 818-13,33.0,3080.0,93.33333333333333
4063,서울특별시 강남구 대치동 959-6,8.0,3175.0,396.875
4064,서울특별시 강남구 청담동 131-10,5.0,823.0,164.6
4065,서울특별시 강남구 신사동 526-11,12.0,423.0,35.25
4066,서울특별시 강남구 역삼동 635-4-635-1 국기원,29.0,2870.0,98.96551724137932
4067,서울특별시 강남구 역삼동 800-43,28.0,3154.0,112.64285714285714
4068,서울특별시 강남구 압구정동 455번지,0.0,0.0,0.0
4069,서울특별시 강남구 대치동 923-14,1.0,138.0,138.0
4070,서울특별시 강남구 역삼동 781-36,2.0,757.0,378.5
4071,서울특별시 강남구 논현동 280-20,23.0,1415.0,61.52173913043478
4072,서울특별시 강남구 역삼동 826-3,29.0,2525.0,87.06896551724138
4073,서울특별시 강남구 논현동 110-26,11.0,1180.0,107.27272727272727
4074,서울특별시 강남구 청담동 120-3,3.0,130.0,43.333333333333336
4075,서울특별시 강남구 역삼동 테헤란로37길,10.0,2577.0,257.7
4076,서울특별시 강남구 논현동 서울 강남구 언주로129길 2-2 (,11.0,1033.0,93.9090909090909
4077,서울특별시 강남구 논현동 153,6.0,363.0,60.5
4078,서울특별시 강남구 청담동 123-53,5.0,705.0,141.0
4079,서울특별시 강남구 삼성2동 111-104,10.0,1080.0,108.0
4080,서울특별시 강남구 논현동 228-6번지,1.0,173.0,173.0
4081,서울특별시 강남구 역삼동 633-11,23.0,2431.0,105.69565217391305
4082,서울특별시 강남구 일원동 723-3,0.0,0.0,0.0
4083,서울특별시 강남구 대치동 1008,3.0,1402.0,467.3333333333333
4084,서울특별시 강남구 역삼동 660-30번지,5.0,1972.0,394.4
4085,서울특별시 강남구 역삼동 강남대로102길40,21.0,1563.0,74.42857142857143
4086,서울특별시 강남구 삼성동 172-56,6.0,3441.0,573.5
4087,서울특별시 강남구 삼성동 161-4,4.0,715.0,178.75
4088,서울특별시 강남구 개포동 1189-11,0.0,0.0,0.0
4089,서울특별시 강남구 청담동 128-4,4.0,694.0,173.5
4090,서울특별시 강남구 역삼동 서울 강남구 봉은사로 지하 102,15.0,1097.0,73.13333333333334
4091,서울특별시 강남구 역삼동 689-26,8.0,1904.0,238.0
4092,서울특별시 강남구 개포동 1235-11,0.0,0.0,0.0
4093,서울특별시 강남구 논현동 147-20,20.0,919.0,45.95
4094,서울특별시 강남구 역삼동 656-17,1.0,173.0,173.0
4095,서울특별시 강남구 삼성동 127-3,7.0,3027.0,432.42857142857144
4096,서울특별시 강남구 대치동 900-12,9.0,1444.0,160.44444444444446
4097,서울특별시 강남구 압구정동 449번지,4.0,442.0,110.5
4098,서울특별시 강남구 삼성동 109,4.0,715.0,178.75
4099,서울특별시 강남구 역삼동 도곡로3길12,6.0,1054.0,175.66666666666666
4100,서울특별시 강남구 자곡동 599,0.0,0.0,0.0
4101,서울특별시 강남구 대치동 626,1.0,138.0,138.0
4102,서울특별시 강남구 신사동 641,1.0,45.0,45.0
4103,서울특별시 강남구 도곡동 183,1.0,523.0,523.0
4104,서울특별시 강남구 대치동 939-25,3.0,249.0,83.0
4105,서울특별시 강남구 세곡동 552,1.0,45.0,45.0
4106,서울특별시 강남구 역삼동 699-2,11.0,2516.0,228.72727272727272
4107,서울특별시 강남구 대치동 890-54,12.0,2975.0,247.91666666666666
4108,서울특별시 강남구 역삼동 619-13,27.0,2468.0,91.4074074074074
4109,서울특별시 강남구 신사동 644-19번지주변,1.0,45.0,45.0
4110,서울특별시 강남구 도곡동 958-3,1.0,363.0,363.0
4111,서울특별시 강남구 자곡동 서울 강남구 밤고개로21길 15,0.0,0.0,0.0
4112,서울특별시 강남구 역삼동 824-14,32.0,3155.0,98.59375
4113,서울특별시 강남구 청담동 16-14,3.0,510.0,170.0
4114,서울특별시 강남구 논현동 209-14,9.0,922.0,102.44444444444444
4115,서울특별시 강남구 역삼동 788-20,3.0,1280.0,426.6666666666667
4116,서울특별시 강남구 대치동 900-44,9.0,2363.0,262.55555555555554
4117,서울특별시 강남구 삼성동 40,3.0,84.0,28.0
4118,서울특별시 강남구 삼성동 141-9번지주변,11.0,1826.0,166.0
4119,서울특별시 강남구 개포동 1202-9,0.0,0.0,0.0
4120,서울특별시 강남구 역삼동 657-39,1.0,173.0,173.0
4121,서울특별시 강남구 논현동 158-3,15.0,899.0,59.93333333333333
4122,서울특별시 강남구 논현동 214,8.0,499.0,62.375
4123,서울특별시 강남구 논현동 174-16,5.0,351.0,70.2
4124,서울특별시 강남구 신사동 512-20,15.0,509.0,33.93333333333333
4125,서울특별시 강남구 논현동 194-19,9.0,1005.0,111.66666666666667
4126,서울특별시 강남구 역삼동 774-40,1.0,735.0,735.0
4127,서울특별시 강남구 수서동 750,0.0,0.0,0.0
4128,서울특별시 강남구 신사동 650-5,4.0,398.0,99.5
4129,서울특별시 강남구 신사동 압구정로50길 27,1.0,45.0,45.0
4130,서울특별시 강남구 역삼동 테헤란로13길,22.0,2307.0,104.86363636363636
4131,서울특별시 강남구 도곡동 415-3,0.0,0.0,0.0
4132,서울특별시 강남구 논현동 279-23,14.0,1463.0,104.5
4133,서울특별시 강남구 논현동 113-18번지,16.0,1941.0,121.3125
4134,서울특별시 강남구 세곡동 369-3,0.0,0.0,0.0
4135,서울특별시 강남구 신사동 620주변,7.0,770.0,110.0
4136,서울특별시 강남구 청담동 133 투썸플레이스,4.0,724.0,181.0
4137,서울특별시 강남구 대치동 도곡로515,2.0,111.0,55.5
4138,서울특별시 강남구 일원동 721,0.0,0.0,0.0
4139,서울특별시 강남구 논현동 254-28,7.0,795.0,113.57142857142857
4140,서울특별시 강남구 대치동 916,0.0,0.0,0.0
4141,서울특별시 강남구 신사동 563,8.0,908.0,113.5
4142,서울특별시 강남구 신사동 629-31,9.0,1252.0,139.11111111111111
4143,서울특별시 강남구 논현동 07월 14일,8.0,228.0,28.5
4144,서울특별시 강남구 논현동 172-7,5.0,539.0,107.8
4145,서울특별시 강남구 논현동 199-1,19.0,1303.0,68.57894736842105
4146,서울특별시 강남구 역삼동 801-43,7.0,2204.0,314.85714285714283
4147,서울특별시 강남구 논현동 208 오창빌딩,9.0,936.0,104.0
4148,서울특별시 강남구 수서동 718-1,0.0,0.0,0.0
4149,서울특별시 강남구 논현동 192-3,2.0,444.0,222.0
4150,서울특별시 강남구 역삼동 728-18,3.0,720.0,240.0
4151,서울특별시 강남구 신사동 537-7,13.0,376.0,28.923076923076923
4152,서울특별시 강남구 대치동 1008-6,3.0,1402.0,467.3333333333333
4153,서울특별시 강남구 청담동 30-33,2.0,205.0,102.5
4154,서울특별시 강남구 역삼동 서울 강남구 강남대로 318-2,7.0,946.0,135.14285714285714
4155,서울특별시 강남구 대치동 1006-18,5.0,1840.0,368.0
4156,서울특별시 강남구 삼성동 77-19,4.0,2327.0,581.75
4157,서울특별시 강남구 자곡동 271-6,0.0,0.0,0.0
4158,서울특별시 강남구 역삼동 786-14,2.0,757.0,378.5
4159,서울특별시 강남구 도곡동 884-5번지,2.0,545.0,272.5
4160,서울특별시 강남구 역삼동 논현로99길,10.0,1928.0,192.8
4161,서울특별시 강남구 압구정동 462-1,0.0,0.0,0.0
4162,서울특별시 강남구 일원동 732-1주변,0.0,0.0,0.0
4163,서울특별시 강남구 신사동 502-12,15.0,509.0,33.93333333333333
4164,서울특별시 강남구 대치동 895-5,11.0,2781.0,252.8181818181818
4165,서울특별시 강남구 대치동 964-11,3.0,614.0,204.66666666666666
4166,서울특별시 강남구 개포동 1235-1,0.0,0.0,0.0
4167,서울특별시 강남구 논현동 159-13,24.0,1444.0,60.166666666666664
4168,서울특별시 강남구 대치동 1020-1,2.0,111.0,55.5
4169,서울특별시 강남구 신사동 549-6,11.0,1504.0,136.72727272727272
4170,서울특별시 강남구 청담동 85-18,1.0,45.0,45.0
4171,서울특별시 강남구 압구정동 369-4,0.0,0.0,0.0
4172,서울특별시 강남구 논현동 218-28,5.0,382.0,76.4
4173,서울특별시 강남구 역삼동 602,15.0,1097.0,73.13333333333334
4174,서울특별시 강남구 역삼동 662-5,8.0,1996.0,249.5
4175,서울특별시 강남구 역삼동 619,24.0,1827.0,76.125
4176,서울특별시 강남구 신사동 621-4,4.0,687.0,171.75
4177,서울특별시 강남구 신사동 540,15.0,1176.0,78.4
4178,서울특별시 강남구 논현동 강남대로118길 79,15.0,1214.0,80.93333333333334
4179,서울특별시 강남구 삼성동 149-11,2.0,2255.0,1127.5
4180,서울특별시 강남구 대치동 902주변,10.0,2905.0,290.5
4181,서울특별시 강남구 역삼동 796-15,1.0,22.0,22.0
4182,서울특별시 강남구 논현동 78-14,15.0,1440.0,96.0
4183,서울특별시 강남구 역삼동 629-11,11.0,1975.0,179.54545454545453
4184,서울특별시 강남구 압구정동 657-11번지,1.0,45.0,45.0
4185,서울특별시 강남구 압구정동 663-23번지주변,1.0,45.0,45.0
4186,서울특별시 강남구 일원동 서울 강남구 일원로14길 22 (일원,0.0,0.0,0.0
4187,서울특별시 강남구 압구정동 437,1.0,325.0,325.0
4188,서울특별시 강남구 일원동 624,0.0,0.0,0.0
4189,서울특별시 강남구 논현동 193-20,4.0,838.0,209.5
4190,서울특별시 강남구 대치동 1019,3.0,249.0,83.0
4191,서울특별시 강남구 수서동 722-1,0.0,0.0,0.0
4192,서울특별시 강남구 신사동 630-19 기업은행,5.0,496.0,99.2
4193,서울특별시 강남구 대치동 967-3,8.0,2569.0,321.125
4194,서울특별시 강남구 역삼동 704-37,11.0,2378.0,216.1818181818182
4195,서울특별시 강남구 수서동 광평로51길6-11,0.0,0.0,0.0
4196,서울특별시 강남구 도곡동 논현로57길10,2.0,545.0,272.5
4197,서울특별시 강남구 신사동 658-1주변,1.0,45.0,45.0
4198,서울특별시 강남구 역삼동 613-20,7.0,941.0,134.42857142857142
4199,서울특별시 강남구 논현동 100-1,13.0,1813.0,139.46153846153845
4200,서울특별시 강남구 신사동 535,13.0,1109.0,85.3076923076923
4201,서울특별시 강남구 역삼동 635-4번지주변,29.0,2870.0,98.96551724137932
4202,서울특별시 강남구 역삼동 642-11,8.0,1918.0,239.75
4203,서울특별시 강남구 논현동 242-29,10.0,964.0,96.4
4204,서울특별시 강남구 청담동 도산대로454,2.0,31.0,15.5
4205,서울특별시 강남구 도곡동 423-11,0.0,0.0,0.0
4206,서울특별시 강남구 신사동 511,13.0,376.0,28.923076923076923
4207,서울특별시 강남구 역삼동 702-9,12.0,2589.0,215.75
4208,서울특별시 강남구 도곡동 951-33,1.0,363.0,363.0
4209,서울특별시 강남구 청담동 서울 강남구 청담동 98-8,3.0,130.0,43.333333333333336
4210,서울특별시 강남구 논현동 강남대로112길25,19.0,1208.0,63.578947368421055
4211,서울특별시 강남구 역삼동 837-31,6.0,939.0,156.5
4212,서울특별시 강남구 신사동 655-8,1.0,45.0,45.0
4213,서울특별시 강남구 대치동 서울 강남구 대치동 1011-49,2.0,211.0,105.5
4214,서울특별시 강남구 논현동 238-18,13.0,1717.0,132.07692307692307
4215,서울특별시 강남구 도곡동 420,0.0,0.0,0.0
4216,서울특별시 강남구 삼성동 봉은사로458,1.0,45.0,45.0
4217,서울특별시 강남구 역삼동 670-5,7.0,2232.0,318.85714285714283
4218,서울특별시 강남구 역삼동 663-18,8.0,1996.0,249.5
4219,서울특별시 강남구 신사동 논현로175길25,9.0,1472.0,163.55555555555554
4220,서울특별시 강남구 역삼동 828-33번지,26.0,2895.0,111.34615384615384
4221,서울특별시 강남구 개포동 12 수서경찰서,0.0,0.0,0.0
4222,서울특별시 강남구 논현동 56-21,17.0,910.0,53.529411764705884
4223,서울특별시 강남구 일원동 서울 강남구 일원동 702-11,0.0,0.0,0.0
4224,서울특별시 강남구 세곡동 586,1.0,45.0,45.0
4225,서울특별시 강남구 청담동 31-14,1.0,185.0,185.0
4226,서울특별시 강남구 논현동 166-7,23.0,1415.0,61.52173913043478
4227,서울특별시 강남구 역삼동 743-3,14.0,1505.0,107.5
4228,서울특별시 강남구 청담동 101-6,2.0,31.0,15.5
4229,서울특별시 강남구 신사동 532,10.0,906.0,90.6
4230,서울특별시 강남구 일원동 서울 강남구 일원동 733,0.0,0.0,0.0
4231,서울특별시 강남구 역삼동 828,31.0,3075.0,99.19354838709677
4232,서울특별시 강남구 대치동 895-3,11.0,2781.0,252.8181818181818
4233,서울특별시 강남구 대치동 896-9번지,12.0,2975.0,247.91666666666666
4234,서울특별시 강남구 신사동 519-1번지,13.0,430.0,33.07692307692308
4235,서울특별시 강남구 역삼동 784-4,2.0,757.0,378.5
4236,서울특별시 강남구 수서동 214-1.srt역부근,0.0,0.0,0.0
4237,서울특별시 강남구 신사동 590-25,10.0,1350.0,135.0
4238,서울특별시 강남구 역삼동 684-21,0.0,0.0,0.0
4239,서울특별시 강남구 대치동 983-12,3.0,1136.0,378.6666666666667
4240,서울특별시 강남구 삼성동 서울 강남구 삼성동 159-4,8.0,3916.0,489.5
4241,서울특별시 강남구 논현동 58-13,10.0,531.0,53.1
4242,서울특별시 강남구 역삼동 677-13,10.0,2577.0,257.7
4243,서울특별시 강남구 논현동 225-3,3.0,281.0,93.66666666666667
4244,서울특별시 강남구 도곡동 180-43,1.0,523.0,523.0
4245,서울특별시 강남구 도곡동 515-13,0.0,0.0,0.0
4246,서울특별시 강남구 삼성동 90-18,3.0,204.0,68.0
4247,서울특별시 강남구 수서동 서울 강남구 수서동 450-23,0.0,0.0,0.0
4248,서울특별시 강남구 역삼동 770-2,1.0,22.0,22.0
4249,서울특별시 강남구 역삼동 607-2,2.0,444.0,222.0
4250,서울특별시 강남구 신사동 570-8 장천홀,9.0,1472.0,163.55555555555554
4251,서울특별시 강남구 대치동 916-12,1.0,1149.0,1149.0
4252,서울특별시 강남구 일원동 706-3,1.0,2850.0,2850.0
4253,서울특별시 강남구 청담동 77-4 부근,5.0,823.0,164.6
4254,서울특별시 강남구 도곡동 545-14,2.0,545.0,272.5
4255,서울특별시 강남구 삼성동 8강남보건소,11.0,1149.0,104.45454545454545
4256,서울특별시 강남구 역삼동 810-13,20.0,1326.0,66.3
4257,서울특별시 강남구 삼성동 172-73,13.0,5233.0,402.53846153846155
4258,서울특별시 강남구 삼성동 154-8,9.0,5145.0,571.6666666666666
4259,서울특별시 강남구 도곡동 423-1,0.0,0.0,0.0
4260,서울특별시 강남구 논현동 서울 강남구 논현로128길 8,9.0,936.0,104.0
4261,서울특별시 강남구 신사동 666-5,1.0,45.0,45.0
4262,서울특별시 강남구 대치동 1013-2,2.0,164.0,82.0
4263,서울특별시 강남구 역삼동 640-18,8.0,1854.0,231.75
4264,서울특별시 강남구 논현2동 279-129,10.0,948.0,94.8
