,장소,주차장(1등급),주차장(2등급),주차장(3등급)
27923,서울특별시 강남구 삼성동 149(8)~148(4),0.0,1.0,11.0
27924,서울특별시 강남구 청담동 Jul-48,1.0,1.0,8.0
27925,서울특별시 강남구 삼성동 161-17~160-23주변,1.0,2.0,6.0
27926,서울특별시 강남구 청담동 42~27,1.0,0.0,4.0
27927,서울특별시 강남구 도곡동 946-1 효성벤츠타워,1.0,0.0,0.0
27928,서울특별시 강남구 삼성동 영동대로106길52,1.0,2.0,6.0
27929,서울특별시 강남구 청담동 Mar-53,1.0,1.0,8.0
27930,서울특별시 강남구 청담동 Jul-82,1.0,1.0,8.0
27931,서울특별시 강남구 도곡동 467-467~24,0.0,0.0,0.0
27932,"서울특별시 강남구 자곡동 662,649주변",0.0,0.0,0.0
27933,서울특별시 강남구 논현동 Sep-96,0.0,0.0,10.0
27934,서울특별시 강남구 대치동 896-45 이전노점20,0.0,1.0,8.0
27935,서울특별시 강남구 논현동 Jul-57,0.0,0.0,10.0
27936,서울특별시 강남구 자곡동 651-602,0.0,0.0,0.0
27937,서울특별시 강남구 논현동 Apr-39,0.0,0.0,10.0
27938,서울특별시 강남구 청담동 04월 03일,1.0,0.0,13.0
27939,서울특별시 강남구 수서동 광평로 부근,0.0,0.0,0.0
27940,서울특별시 강남구 대치동 테헤란로86길 농협 주변,0.0,2.0,11.0
27941,서울특별시 강남구 삼성동 삼성동 커피나무,0.0,1.0,12.0
27942,서울특별시 강남구 대치동 988~988-5~974,0.0,1.0,6.0
27943,서울특별시 강남구 청담동 Jul-91,1.0,1.0,8.0
27944,서울특별시 강남구 삼성동 Jan-33,0.0,1.0,11.0
27945,서울특별시 강남구 삼성동 테헤란로77길초입,0.0,1.0,13.0
27946,서울특별시 강남구 삼성동 테헤란로 77 13,0.0,0.0,6.0
27947,서울특별시 강남구 대치동 영동대로75,0.0,2.0,10.0
27948,서울특별시 강남구 논현동 140-31,1.0,0.0,4.0
27949,서울특별시 강남구 삼성동 2008/07/03,0.0,0.0,9.0
27950,서울특별시 강남구 도곡2동 양재천로 부근,0.0,0.0,2.0
27951,서울특별시 강남구 역삼동 670-1~665-1,0.0,0.0,10.0
27952,서울특별시 강남구 삼성동 Apr-31,0.0,0.0,10.0
27953,서울특별시 강남구 삼성동 111-44 강남구청역,1.0,0.0,4.0
27954,서울특별시 강남구 청담동 Feb-63,1.0,1.0,8.0
27955,서울특별시 강남구 개포4동 GS개포주유소 부근,1.0,0.0,4.0
27956,서울특별시 강남구 일원동 666-685~7,1.0,1.0,1.0
27957,서울특별시 강남구 대치동 506~507-2,0.0,2.0,2.0
27958,서울특별시 강남구 논현동 40~39-2,0.0,0.0,8.0
27959,서울특별시 강남구 역삼동 722-3~5.722,0.0,0.0,8.0
27960,서울특별시 강남구 논현동 Apr-95,0.0,0.0,5.0
27961,서울특별시 강남구 삼성동 May-61,0.0,1.0,11.0
27962,서울특별시 강남구 개포동 185~189-3,0.0,2.0,2.0
27963,서울특별시 강남구 신사동 640-8~643,0.0,0.0,7.0
27964,서울특별시 강남구 자곡동 자곡로 부근,0.0,1.0,3.0
27965,서울특별시 강남구 역삼동 780-25~779-10,0.0,0.0,3.0
27966,서울특별시 강남구 자곡동 633~661,0.0,0.0,0.0
27967,서울특별시 강남구 대치동 903~903-7/902,1.0,0.0,7.0
27968,서울특별시 강남구 도곡동 595-57,0.0,0.0,2.0
27969,서울특별시 강남구 세곡동 607,0.0,1.0,3.0
27970,서울특별시 강남구 삼성동 삼성 힐스테이트 앞,1.0,0.0,3.0
27971,서울특별시 강남구 삼성동 선릉로112,0.0,0.0,2.0
27972,서울특별시 강남구 논현동 240-2 파파존스,0.0,0.0,5.0
27973,서울특별시 강남구 삼성동 8~7-3,1.0,0.0,4.0
27974,서울특별시 강남구 압구정동 458~470,0.0,1.0,12.0
27975,서울특별시 강남구 삼성동 삼성동 언주중,0.0,0.0,3.0
27976,서울특별시 강남구 역삼동 도곡로4길,1.0,0.0,0.0
27977,서울특별시 강남구 논현동 Aug-86,0.0,0.0,10.0
27978,서울특별시 강남구 신사동 651-1~3,0.0,0.0,13.0
27979,서울특별시 강남구 역삼동 선릉로 510 주변,0.0,0.0,5.0
27980,서울특별시 강남구 대치동 도곡로87 15길 주변,0.0,0.0,2.0
27981,서울특별시 강남구 삼성동 149-8과148-4 사잇길,0.0,1.0,11.0
27982,서울특별시 강남구 역삼동 테헤란로14길 37,0.0,0.0,7.0
27983,서울특별시 강남구 대치동 도곡로93 공사장 옆,0.0,0.0,2.0
27984,서울특별시 강남구 자곡동 622~649주변,0.0,0.0,0.0
27985,서울특별시 강남구 삼성동 9-1~7,0.0,0.0,4.0
27986,서울특별시 강남구 논현동 163-12~14.164-15,1.0,0.0,1.0
27987,서울특별시 강남구 대치동 895~890-20,0.0,1.0,11.0
27988,서울특별시 강남구 일원동 731~734,0.0,0.0,3.0
27989,서울특별시 강남구 청담동 Aug-47,1.0,1.0,8.0
27990,서울특별시 강남구 세곡동 601~594,0.0,1.0,3.0
27991,서울특별시 강남구 논현동 Jun-38,0.0,0.0,13.0
27992,서울특별시 강남구 개포동 185~188,0.0,2.0,2.0
27993,서울특별시 강남구 논현동 242-29~243,0.0,0.0,4.0
27994,서울특별시 강남구 삼성동 Jun-54,0.0,1.0,4.0
27995,서울특별시 강남구 삼성동 삼성로122,0.0,0.0,9.0
27996,서울특별시 강남구 대치동 943-1~943-17,0.0,1.0,10.0
27997,서울특별시 강남구 일원동 [일원2-104]마루공원 주변,0.0,1.0,3.0
27998,"서울특별시 강남구 역삼동 757,765",0.0,0.0,11.0
27999,서울특별시 강남구 논현동 Nov-38,0.0,0.0,10.0
28000,서울특별시 강남구 논현동 Dec-85,0.0,0.0,10.0
28001,서울특별시 강남구 역삼동 677-11.12,0.0,0.0,11.0
28002,서울특별시 강남구 논현동 212-211,0.0,0.0,10.0
28003,서울특별시 강남구 삼성2동 봉은사로71길 부근,0.0,0.0,6.0
28004,서울특별시 강남구 수서동 밤고개로6길 부근,0.0,0.0,1.0
28005,서울특별시 강남구 역삼동 826-37/826-10,0.0,0.0,4.0
28006,서울특별시 강남구 일원동 611-1 ~ 688,0.0,0.0,2.0
28007,서울특별시 강남구 세곡동 594~615,0.0,1.0,3.0
28008,서울특별시 강남구 청담동 Mar-49,1.0,1.0,8.0
28009,서울특별시 강남구 신사동 논현로152길17,0.0,0.0,12.0
28010,서울특별시 강남구 청담동 Jul-50,1.0,1.0,8.0
28011,서울특별시 강남구 논현동 28-4~8,0.0,0.0,8.0
28012,서울특별시 강남구 청담동 Aug-90,1.0,1.0,8.0
28013,서울특별시 강남구 대치동 역삼로87,0.0,0.0,3.0
28014,서울특별시 강남구 청담동 62-2~63-19,1.0,1.0,8.0
28015,서울특별시 강남구 논현동 Sep-37,0.0,0.0,10.0
28016,서울특별시 강남구 논현동 63-1~63-6,0.0,0.0,8.0
28017,서울특별시 강남구 압구정동 논현로175길55주변,1.0,0.0,7.0
28018,서울특별시 강남구 삼성1동 봉은사로84길 부근,0.0,0.0,11.0
28019,서울특별시 강남구 대치동 601-602,0.0,1.0,4.0
28020,서울특별시 강남구 청담동 Oct-80,1.0,1.0,8.0
28021,서울특별시 강남구 논현동 Feb-88,0.0,0.0,10.0
28022,서울특별시 강남구 대치동 988~974,0.0,1.0,6.0
28023,서울특별시 강남구 삼성동 Apr-74,0.0,0.0,5.0
28024,서울특별시 강남구 개포동 1271/1274,1.0,0.0,4.0
28025,서울특별시 강남구 역삼동 824~824-11,0.0,0.0,7.0
28026,서울특별시 강남구 논현동 Jul-63,0.0,0.0,10.0
28027,서울특별시 강남구 역삼동 679~679-1,0.0,0.0,13.0
28028,서울특별시 강남구 역삼동 테헤란로19길3,0.0,0.0,16.0
28029,서울특별시 강남구 대치동 891-26~23,0.0,1.0,10.0
28030,서울특별시 강남구 삼성동 Nov-99,0.0,0.0,9.0
28031,서울특별시 강남구 삼성동 128-23 원혜빌딩,0.0,1.0,15.0
28032,서울특별시 강남구 일원동 734~739,0.0,1.0,3.0
28033,서울특별시 강남구 논현동 Nov-64,0.0,0.0,10.0
28034,서울특별시 강남구 역삼동 707(38)~709(5),0.0,0.0,4.0
28035,서울특별시 강남구 수서동 716~715,1.0,1.0,0.0
28036,서울특별시 강남구 역삼동 679-1~679-3,0.0,0.0,13.0
28037,서울특별시 강남구 대치동 944-31~945-27,0.0,1.0,14.0
28038,서울특별시 강남구 신사동 632~633(3),0.0,0.0,13.0
28039,서울특별시 강남구 논현동 Jun-51,0.0,0.0,13.0
28040,서울특별시 강남구 청담동 113-13~16,0.0,1.0,5.0
28041,서울특별시 강남구 논현동 112~118,0.0,0.0,5.0
28042,서울특별시 강남구 논현동 Jan-86,0.0,0.0,10.0
28043,서울특별시 강남구 청담동 Nov-84,1.0,1.0,8.0
28044,서울특별시 강남구 청담동 97-6 2.3.0,1.0,1.0,12.0
28045,서울특별시 강남구 논현동 112-19~21,0.0,0.0,4.0
28046,서울특별시 강남구 신사동 도산대로 122,0.0,0.0,5.0
28047,서울특별시 강남구 논현동 129-8~130-9,0.0,0.0,8.0
28048,서울특별시 강남구 청담동 52-1 스타벅스,0.0,1.0,3.0
28049,서울특별시 강남구 논현동 학동로20길26,1.0,0.0,9.0
28050,서울특별시 강남구 삼성동 Jan-66,0.0,1.0,11.0
28051,서울특별시 강남구 신사동 652~648,0.0,0.0,15.0
28052,서울특별시 강남구 논현동 106~107-42,0.0,0.0,8.0
28053,서울특별시 강남구 대치2동 영동대로57길 부근,0.0,1.0,4.0
28054,서울특별시 강남구 논현동 147-27번지주변,1.0,0.0,6.0
28055,서울특별시 강남구 역삼동 662-2,0.0,0.0,4.0
28056,서울특별시 강남구 압구정동 513~515,0.0,0.0,2.0
28057,서울특별시 강남구 삼성동 Sep-35,0.0,0.0,12.0
28058,서울특별시 강남구 역삼동 837-18 서희스타힐스오피스텔,0.0,0.0,1.0
28059,서울특별시 강남구 삼성동 Sep-77,0.0,0.0,12.0
28060,서울특별시 강남구 청담동 Jan-38,1.0,1.0,8.0
28061,서울특별시 강남구 청담동 Jun-57,0.0,1.0,4.0
28062,서울특별시 강남구 삼성동 테헤란로 77 37,0.0,0.0,6.0
28063,"서울특별시 강남구 청담동 102-1,101-6주변",0.0,0.0,3.0
28064,서울특별시 강남구 삼성동 Apr-44,0.0,0.0,5.0
28065,서울특별시 강남구 신사동 587-16 루위,0.0,0.0,10.0
28066,서울특별시 강남구 신사동 502-6 ICT TOWER,0.0,0.0,5.0
28067,서울특별시 강남구 대치동 316~989,0.0,0.0,3.0
28068,서울특별시 강남구 논현동 252-1 두산위브아파트,0.0,0.0,6.0
28069,서울특별시 강남구 대치동 890~891,0.0,1.0,8.0
28070,서울특별시 강남구 대치동 영동대로65길 50앞,0.0,2.0,6.0
28071,서울특별시 강남구 신사동 657-36/664-15,0.0,0.0,12.0
28072,"서울특별시 강남구 논현동 242-9~18,242-19~28",0.0,0.0,4.0
28073,서울특별시 강남구 역삼동 강남대로94길33,0.0,0.0,15.0
28074,서울특별시 강남구 논현동 277-22 크린랩 빌딩,0.0,0.0,3.0
28075,서울특별시 강남구 논현동 62-6~9,0.0,0.0,9.0
28076,서울특별시 강남구 대치동 959-4 은혜빌딩,0.0,2.0,10.0
28077,서울특별시 강남구 청담동 05월 20일,1.0,0.0,14.0
28078,서울특별시 강남구 삼성동 봉은사로 59  44,0.0,0.0,3.0
28079,서울특별시 강남구 개포동 1229-11~1229-16,0.0,0.0,3.0
28080,서울특별시 강남구 역삼동 764~766,0.0,0.0,4.0
28081,"서울특별시 강남구 역삼동 751-8,755-1~23",0.0,0.0,6.0
28082,서울특별시 강남구 청담동 Nov-81,1.0,1.0,8.0
28083,서울특별시 강남구 신사동 657-28~657-36,0.0,0.0,12.0
28084,서울특별시 강남구 도곡동 893주변,1.0,0.0,1.0
28085,서울특별시 강남구 역삼동 827(1)~824(11),0.0,0.0,3.0
28086,서울특별시 강남구 삼성1동 삼성로92길 부근,0.0,1.0,12.0
28087,서울특별시 강남구 역삼동 736-26,0.0,0.0,11.0
28088,서울특별시 강남구 율현동 Aug-68,0.0,2.0,3.0
28089,서울특별시 강남구 논현동 122-8~6,1.0,0.0,4.0
28090,서울특별시 강남구 논현동 208 180,0.0,0.0,10.0
28091,서울특별시 강남구 삼성동 봉은사로 61  47,0.0,0.0,3.0
28092,서울특별시 강남구 대치동 948~947-7,0.0,3.0,10.0
28093,서울특별시 강남구 청담동 Sep-56,1.0,1.0,8.0
28094,서울특별시 강남구 역삼동 서울특별시 강남구 테헤란로 지하 34,0.0,0.0,6.0
28095,서울특별시 강남구 세곡동 587/613,0.0,1.0,3.0
28096,서울특별시 강남구 청담동 Oct-50,1.0,1.0,8.0
28097,서울특별시 강남구 대치동 1014-8~1013-1,1.0,1.0,5.0
28098,서울특별시 강남구 청담동 서울 강남구 삼성동 111-114 상,0.0,0.0,2.0
28099,서울특별시 강남구 청담동 Jan-42,1.0,1.0,8.0
28100,서울특별시 강남구 신사동 658~653-25,0.0,0.0,14.0
28101,서울특별시 강남구 청담동 03월 20일,1.0,0.0,14.0
28102,서울특별시 강남구 수서동 188~214-2,0.0,0.0,0.0
28103,서울특별시 강남구 도곡동 174,0.0,0.0,4.0
28104,서울특별시 강남구 논현동 Apr-54,0.0,0.0,10.0
28105,서울특별시 강남구 삼성동 삼성 현대교회앞,0.0,0.0,2.0
28106,서울특별시 강남구 수서동 716-1~717,1.0,1.0,0.0
28107,서울특별시 강남구 청담동 06월 03일,1.0,0.0,14.0
28108,서울특별시 강남구 논현동 142-4~5,1.0,0.0,2.0
28109,서울특별시 강남구 청담동 Aug-93,1.0,1.0,8.0
28110,서울특별시 강남구 청담동 93-3~4,0.0,0.0,16.0
28111,서울특별시 강남구 세곡동 594 및 613,0.0,1.0,3.0
28112,서울특별시 강남구 개포동 1262-9 구룡초,1.0,1.0,4.0
28113,서울특별시 강남구 세곡동 600-586,0.0,1.0,3.0
28114,서울특별시 강남구 역삼동 720-25 디오빌역삼,0.0,0.0,6.0
28115,서울특별시 강남구 수서동 713~714,1.0,1.0,0.0
28116,서울특별시 강남구 역삼2동 테헤란로 부근,0.0,0.0,4.0
28117,서울특별시 강남구 논현동 41-6~7,0.0,0.0,8.0
28118,서울특별시 강남구 도곡동 464/465,0.0,0.0,3.0
28119,서울특별시 강남구 신사동 587-23 성도빌딩,0.0,0.0,10.0
28120,서울특별시 강남구 일원동 714~719,0.0,2.0,3.0
28121,서울특별시 강남구 압구정동 452~455,0.0,1.0,9.0
28122,서울특별시 강남구 삼성1동 서울코엑스 부근,0.0,0.0,14.0
28123,서울특별시 강남구 논현동 Jun-70,0.0,0.0,13.0
28124,서울특별시 강남구 대치동 943-2~943~30,0.0,2.0,10.0
28125,서울특별시 강남구 논현동 Jul-62,0.0,0.0,10.0
28126,서울특별시 강남구 삼성동 143-8~27,0.0,1.0,12.0
28127,서울특별시 강남구 대치동 역삼로98,0.0,0.0,3.0
28128,서울특별시 강남구 삼성동 Jul-40,0.0,0.0,0.0
28129,서울특별시 강남구 청담동 101-16~101-17,0.0,1.0,4.0
28130,서울특별시 강남구 수서동 529/529-2,0.0,0.0,0.0
28131,서울특별시 강남구 삼성동 봉은사로 61 48,0.0,0.0,3.0
28132,서울특별시 강남구 청담동 May-32,1.0,1.0,8.0
28133,서울특별시 강남구 청담동 Apr-66,1.0,1.0,8.0
28134,서울특별시 강남구 도곡동 467/467-24,0.0,0.0,0.0
28135,서울특별시 강남구 삼성동 151-51,0.0,1.0,13.0
28136,"서울특별시 강남구 청담동 134,130",1.0,1.0,8.0
28137,서울특별시 강남구 수서동 718-1~3,1.0,1.0,0.0
28138,서울특별시 강남구 도곡동 464-465,0.0,0.0,3.0
28139,서울특별시 강남구 청담동 Nov-89,1.0,1.0,8.0
28140,서울특별시 강남구 대치동 890-26~895-10,0.0,1.0,10.0
28141,서울특별시 강남구 역삼동 835-12~835-68,0.0,0.0,3.0
28142,"서울특별시 강남구 역삼동 824-6,16",0.0,0.0,7.0
28143,서울특별시 강남구 일원동 왕북초(717~745),0.0,1.0,0.0
28144,서울특별시 강남구 논현동 254-254-19,0.0,0.0,5.0
28145,서울특별시 강남구 세곡동 615~588,0.0,1.0,3.0
28146,서울특별시 강남구 율현동 294-3,0.0,1.0,3.0
28147,서울특별시 강남구 삼성동 Sep-64,0.0,0.0,12.0
28148,서울특별시 강남구 청담동 141,0.0,0.0,8.0
28149,서울특별시 강남구 청담동 77-76 청담역,0.0,0.0,3.0
28150,서울특별시 강남구 논현동 서울특별시 강남구 도산대로 150,0.0,0.0,7.0
28151,서울특별시 강남구 논현동 238-5언주로650주변130길방향,0.0,0.0,8.0
28152,서울특별시 강남구 삼성동 봉은사로61,0.0,0.0,3.0
28153,서울특별시 강남구 논현동 Oct-39,0.0,0.0,10.0
28154,서울특별시 강남구 도곡2동 논현로28길 부근,0.0,2.0,5.0
28155,서울특별시 강남구 논현동 106-7 영진빌딩,1.0,0.0,4.0
28156,서울특별시 강남구 삼성동 163-8,1.0,2.0,5.0
28157,서울특별시 강남구 삼성동 28/34-9,0.0,0.0,3.0
28158,서울특별시 강남구 역삼동 809-12/814,0.0,0.0,7.0
28159,서울특별시 강남구 일원동 611-1~688,0.0,0.0,2.0
28160,서울특별시 강남구 논현동 242-19~28,0.0,0.0,4.0
28161,서울특별시 강남구 삼성동 165/166-8,1.0,2.0,6.0
28162,서울특별시 강남구 신사동 636-13,0.0,0.0,9.0
28163,서울특별시 강남구 논현동 129-9/130-9,0.0,0.0,8.0
28164,서울특별시 강남구 신사동 논현로175길19,1.0,1.0,6.0
28165,서울특별시 강남구 수서동 광평로60길37,0.0,0.0,0.0
28166,서울특별시 강남구 삼성동 Apr-65,0.0,0.0,5.0
28167,서울특별시 강남구 대치동 영동대로85,0.0,2.0,10.0
28168,서울특별시 강남구 청담동 2-12~14,0.0,0.0,13.0
28169,서울특별시 강남구 논현동 194-23~189-14,1.0,0.0,14.0
28170,서울특별시 강남구 청담동 Apr-76,1.0,1.0,8.0
28171,서울특별시 강남구 논현2동 선릉로129길 부근,0.0,0.0,5.0
28172,서울특별시 강남구 삼성동 02월 20일,0.0,0.0,4.0
28173,서울특별시 강남구 대치동 890-44~59,0.0,1.0,7.0
28174,서울특별시 강남구 논현동 학동로4길주변,1.0,0.0,2.0
28175,서울특별시 강남구 세곡동 615~587,0.0,1.0,3.0
28176,서울특별시 강남구 청담동 Jan-69,1.0,1.0,8.0
28177,서울특별시 강남구 신사동 603-1~604,1.0,0.0,9.0
28178,서울특별시 강남구 청담동 91-12 청담동JS 빌딩,1.0,1.0,11.0
28179,서울특별시 강남구 대치동 988-5~974,0.0,1.0,7.0
28180,서울특별시 강남구 논현동 Nov-75,0.0,0.0,10.0
28181,서울특별시 강남구 대치4동 우리은행 부근,1.0,0.0,4.0
28182,서울특별시 강남구 청담동 Sep-87,1.0,1.0,8.0
28183,서울특별시 강남구 신사동 570-8~571-2,1.0,0.0,8.0
28184,서울특별시 강남구 개포동 187~190,0.0,2.0,2.0
28185,서울특별시 강남구 역삼동 766-8~757,0.0,0.0,4.0
28186,서울특별시 강남구 삼성동 Jan-78,0.0,1.0,11.0
28187,서울특별시 강남구 세곡동 151-8,0.0,0.0,0.0
28188,서울특별시 강남구 도곡동 934,1.0,0.0,2.0
28189,서울특별시 강남구 세곡동 584~587,0.0,0.0,0.0
28190,서울특별시 강남구 삼성동 삼성 cu,0.0,2.0,10.0
28191,서울특별시 강남구 대치동 985-1~985,0.0,3.0,5.0
28192,서울특별시 강남구 역삼동 647-19~646,0.0,0.0,14.0
28193,서울특별시 강남구 삼성동 Feb-92,0.0,0.0,9.0
28194,서울특별시 강남구 삼성동 영동대로26,0.0,2.0,10.0
28195,서울특별시 강남구 개포동 02월 13일,1.0,1.0,0.0
28196,서울특별시 강남구 논현동 Apr-81,0.0,0.0,5.0
28197,서울특별시 강남구 일원동 741~690-1,0.0,0.0,3.0
28198,서울특별시 강남구 수서동 721-1~214-2,0.0,0.0,0.0
28199,서울특별시 강남구 대치동 211,0.0,1.0,5.0
28200,서울특별시 강남구 역삼1동 역삼로18길 부근,0.0,0.0,7.0
28201,서울특별시 강남구 논현동 1-3 스타벅스,0.0,0.0,4.0
28202,서울특별시 강남구 삼성동 130-8~115-8,0.0,1.0,13.0
28203,서울특별시 강남구 청담동 삼성로149길 부근,1.0,1.0,8.0
28204,서울특별시 강남구 역삼동 테헤란로 7길 국기원,0.0,0.0,14.0
28205,서울특별시 강남구 청담동 학동로 420 주변,1.0,0.0,3.0
28206,서울특별시 강남구 일원1동 700-7,1.0,0.0,1.0
28207,서울특별시 강남구 역삼2동 도곡로25길 부근,0.0,0.0,5.0
28208,서울특별시 강남구 논현동 213-9 JSM빌딩,0.0,0.0,10.0
28209,서울특별시 강남구 역삼동 709(5)~708(32),0.0,0.0,4.0
28210,서울특별시 강남구 수서동 198-1/186-2,0.0,1.0,0.0
28211,서울특별시 강남구 논현동 128-1 부국빌딩,0.0,0.0,9.0
28212,서울특별시 강남구 자곡동 662.~649번지,0.0,0.0,0.0
28213,서울특별시 강남구 개포동 649~650주변,0.0,0.0,2.0
28214,서울특별시 강남구 수서동 713~718(2),1.0,1.0,0.0
28215,서울특별시 강남구 신사동 456현대@77동옆,1.0,0.0,7.0
28216,서울특별시 강남구 대치2동 영동대로85길 부근,0.0,1.0,11.0
28217,"서울특별시 강남구 삼성동 143-8,9",0.0,1.0,12.0
28218,서울특별시 강남구 삼성동 Oct-48,0.0,0.0,9.0
28219,서울특별시 강남구 논현동 Mar-57,0.0,0.0,5.0
28220,서울특별시 강남구 역삼동 739-9/736-28,0.0,0.0,10.0
28221,서울특별시 강남구 역삼동 238-5,0.0,0.0,11.0
28222,서울특별시 강남구 역삼동 766-10/765-32,0.0,0.0,3.0
28223,서울특별시 강남구 논현동 239-4 신우빌딩,0.0,0.0,11.0
28224,서울특별시 강남구 청담동 Jan-80,1.0,1.0,8.0
28225,서울특별시 강남구 압구정동 456~458,0.0,1.0,12.0
28226,서울특별시 강남구 신사동 512-9~502-9,0.0,0.0,6.0
28227,서울특별시 강남구 청담동 서울 강남구 논현동 267-27,0.0,0.0,3.0
28228,서울특별시 강남구 논현동 213-7~9,0.0,0.0,10.0
28229,서울특별시 강남구 역삼1동 기업은행 부근,0.0,0.0,4.0
28230,서울특별시 강남구 대치동 도곡로87길 25주변,0.0,2.0,6.0
28231,서울특별시 강남구 도곡동 174-4,0.0,0.0,4.0
28232,서울특별시 강남구 청담동 Mar-41,1.0,1.0,8.0
28233,서울특별시 강남구 대치동 890-59~44,0.0,1.0,8.0
28234,서울특별시 강남구 청담동 52(3)~53(7),0.0,1.0,5.0
28235,서울특별시 강남구 세곡동 서울 강남구 세곡동 56-116,0.0,0.0,0.0
28236,서울특별시 강남구 삼성동 28~30,0.0,0.0,3.0
28237,서울특별시 강남구 대치동 992~316,0.0,1.0,5.0
28238,서울특별시 강남구 신사동 631-34/650 도산공원,0.0,0.0,12.0
28239,서울특별시 강남구 삼성동 Dec-63,0.0,1.0,9.0
28240,서울특별시 강남구 청담동 67-1/68-8,0.0,1.0,2.0
28241,서울특별시 강남구 삼성동 삼성 커파나무,0.0,0.0,2.0
28242,서울특별시 강남구 대치동 890-53주변,0.0,1.0,8.0
28243,서울특별시 강남구 청담동 Mar-90,1.0,1.0,8.0
28244,서울특별시 강남구 대치동 890-23,0.0,1.0,8.0
28245,서울특별시 강남구 신사동 536~536-6,0.0,0.0,8.0
28246,서울특별시 강남구 신사동 471,1.0,0.0,6.0
28247,서울특별시 강남구 신사동 604~603-1주변,0.0,0.0,11.0
28248,서울특별시 강남구 자곡동 628~631/632,0.0,0.0,0.0
28249,서울특별시 강남구 수서동 수서고속철,1.0,1.0,0.0
28250,서울특별시 강남구 논현동 Apr-32,0.0,0.0,5.0
28251,"서울특별시 강남구 역삼동 741-31,32",0.0,0.0,7.0
28252,서울특별시 강남구 논현동 Jun-91,0.0,0.0,13.0
28253,서울특별시 강남구 신사동 2-10주변,1.0,0.0,9.0
28254,서울특별시 강남구 삼성동 선릉로120 26,0.0,0.0,4.0
28255,서울특별시 강남구 개포동 1856단지7단지사이주변,0.0,1.0,2.0
28256,서울특별시 강남구 세곡동 616~595,0.0,1.0,3.0
28257,서울특별시 강남구 논현동 Aug-97,0.0,0.0,10.0
28258,서울특별시 강남구 삼성1동 영동대로128길 부근,0.0,0.0,1.0
28259,서울특별시 강남구 삼성동 160-22/28,1.0,2.0,7.0
28260,서울특별시 강남구 논현동 107-1언주로140길14주변,0.0,0.0,7.0
28261,서울특별시 강남구 청담동 Jul-99,1.0,1.0,8.0
28262,서울특별시 강남구 논현동 207-3 장뻘빌딩,0.0,0.0,10.0
28263,서울특별시 강남구 역삼동 708-16~20주변,0.0,0.0,4.0
28264,서울특별시 강남구 자곡동 651~662,0.0,0.0,0.0
28265,서울특별시 강남구 개포동 12-3/14-5,0.0,2.0,1.0
28266,서울특별시 강남구 삼성동 161-12~15주변,1.0,2.0,6.0
28267,서울특별시 강남구 세곡동 615번지,0.0,1.0,3.0
28268,서울특별시 강남구 대치동 840-49,0.0,1.0,7.0
28269,서울특별시 강남구 논현동 107-3~5~41~42,0.0,0.0,7.0
28270,서울특별시 강남구 일원동 대모초(735~737),0.0,1.0,2.0
28271,서울특별시 강남구 삼성동 Apr-48,0.0,0.0,5.0
28272,서울특별시 강남구 대치동 943-30~19,0.0,2.0,11.0
28273,"서울특별시 강남구 대치동 890,896",0.0,1.0,7.0
28274,서울특별시 강남구 삼성2동 테헤란로79길 부근,0.0,1.0,15.0
28275,서울특별시 강남구 도곡동 May-91,0.0,0.0,2.0
28276,"서울특별시 강남구 역삼동 837-18,19",0.0,0.0,1.0
28277,서울특별시 강남구 역삼동 831-27~826-36,0.0,0.0,4.0
28278,서울특별시 강남구 신사동 668-37및603-2주변,1.0,1.0,9.0
28279,서울특별시 강남구 삼성동 03월 08일,0.0,0.0,5.0
28280,서울특별시 강남구 청담동 48-2 신한은행(운전자탑승),0.0,1.0,7.0
28281,서울특별시 강남구 논현동 Mar-76,0.0,0.0,5.0
28282,서울특별시 강남구 수서동 733~734,1.0,0.0,0.0
28283,서울특별시 강남구 신사동 637-14~15~1,0.0,0.0,7.0
28284,서울특별시 강남구 논현동 198-21,1.0,0.0,4.0
28285,서울특별시 강남구 삼성동 선릉로 120  30,0.0,0.0,4.0
28286,서울특별시 강남구 논현동 245~251,0.0,0.0,4.0
28287,서울특별시 강남구 신사동 660-16~659,0.0,0.0,9.0
28288,서울특별시 강남구 삼성동 Mar-89,0.0,0.0,9.0
28289,서울특별시 강남구 역삼동 900-6번지,0.0,0.0,11.0
28290,서울특별시 강남구 일원동 02월 14일,0.0,0.0,0.0
28291,서울특별시 강남구 청담동 Jun-52,0.0,1.0,4.0
28292,서울특별시 강남구 일원동 716~717,0.0,1.0,2.0
28293,서울특별시 강남구 율현동 71-2~69.66-8.68-3,0.0,1.0,0.0
28294,서울특별시 강남구 삼성동 Feb-74,0.0,0.0,9.0
28295,서울특별시 강남구 도곡동 946~943,1.0,0.0,0.0
28296,서울특별시 강남구 논현동 240-10~241,0.0,0.0,5.0
28297,서울특별시 강남구 세곡동 597~594,0.0,1.0,3.0
28298,서울특별시 강남구 논현동 28-28~39-23,0.0,0.0,8.0
28299,서울특별시 강남구 논현동 82-20~88-5,0.0,0.0,10.0
28300,서울특별시 강남구 율현동 223,0.0,1.0,3.0
28301,서울특별시 강남구 논현동 Jul-91,0.0,0.0,10.0
28302,서울특별시 강남구 일원동 716~746,0.0,1.0,2.0
28303,서울특별시 강남구 신사동 588-19 신한은행,1.0,0.0,6.0
