,장소,주차장(1등급),주차장(2등급),주차장(3등급)
8938,서울특별시 강남구 삼성동 69-14,0.0,0.0,8.0
8939,서울특별시 강남구 대치동 922-21,1.0,0.0,4.0
8940,서울특별시 강남구 역삼동 743-12,0.0,0.0,7.0
8941,서울특별시 강남구 대치동 서울 강남구 대치동 1011,0.0,1.0,10.0
8942,서울특별시 강남구 논현동 141-17 번지주변,1.0,0.0,2.0
8943,서울특별시 강남구 논현동 197-19주변,1.0,0.0,9.0
8944,서울특별시 강남구 청담동 09월 13일,1.0,1.0,7.0
8945,서울특별시 강남구 대치동 954-20,0.0,2.0,11.0
8946,서울특별시 강남구 논현동 269-17,0.0,0.0,3.0
8947,서울특별시 강남구 삼성동 서울 강남구 삼성동 143-7,0.0,1.0,12.0
8948,서울특별시 강남구 일원동 일원로9길22(666),1.0,1.0,1.0
8949,서울특별시 강남구 개포동 논현로8길32-6,1.0,0.0,5.0
8950,서울특별시 강남구 논현동 149-7번지주변,1.0,0.0,9.0
8951,서울특별시 강남구 논현동 11월 27일,0.0,0.0,6.0
8952,서울특별시 강남구 청담동 84-19,0.0,0.0,14.0
8953,서울특별시 강남구 역삼동 서울 강남구 봉은사로20길 32,0.0,0.0,19.0
8954,서울특별시 강남구 대치동 901-75,1.0,1.0,9.0
8955,서울특별시 강남구 신사동 서울 강남구 신사동 501-5 기업은,0.0,0.0,10.0
8956,서울특별시 강남구 신사동 언주로157길8-4,0.0,0.0,13.0
8957,서울특별시 강남구 신사동 502-1주변,0.0,0.0,5.0
8958,서울특별시 강남구 도곡동 942-8,1.0,0.0,0.0
8959,서울특별시 강남구 역삼동 선릉로93길15,0.0,0.0,5.0
8960,서울특별시 강남구 삼성동 143-42,0.0,1.0,14.0
8961,서울특별시 강남구 논현동 183-2번지주변,1.0,0.0,3.0
8962,서울특별시 강남구 역삼동 824-25번지주변,0.0,0.0,5.0
8963,서울특별시 강남구 논현동 83-16,0.0,0.0,10.0
8964,서울특별시 강남구 역삼동 636~33,0.0,0.0,14.0
8965,서울특별시 강남구 삼성동 172-90 부근,0.0,1.0,14.0
8966,서울특별시 강남구 삼성동 38-30,0.0,0.0,3.0
8967,서울특별시 강남구 청담동 108번지,0.0,0.0,2.0
8968,서울특별시 강남구 논현동 254-21 부근,0.0,0.0,5.0
8969,서울특별시 강남구 신사동 514-4,0.0,0.0,6.0
8970,서울특별시 강남구 신사동 664-7,0.0,0.0,8.0
8971,서울특별시 강남구 신사동 서울 강남구 신사동 667-13,1.0,0.0,7.0
8972,서울특별시 강남구 신사동 534-3,1.0,0.0,7.0
8973,서울특별시 강남구 논현동 160-11 번지주변,1.0,0.0,4.0
8974,서울특별시 강남구 역삼동 784-11,0.0,0.0,2.0
8975,서울특별시 강남구 논현동 70-13,0.0,0.0,9.0
8976,서울특별시 강남구 역삼동 테헤란로6길8,0.0,0.0,7.0
8977,서울특별시 강남구 논현동 168 논현초등학교,1.0,0.0,6.0
8978,서울특별시 강남구 논현동 56-19,0.0,0.0,7.0
8979,서울특별시 강남구 역삼동 677-35,0.0,0.0,8.0
8980,서울특별시 강남구 일원동 738,0.0,1.0,3.0
8981,서울특별시 강남구 논현동 187-18,1.0,0.0,8.0
8982,서울특별시 강남구 논현동 152-2,0.0,0.0,12.0
8983,서울특별시 강남구 신사동 503-1번지,0.0,0.0,6.0
8984,서울특별시 강남구 논현동 138-20,1.0,0.0,4.0
8985,서울특별시 강남구 삼성동 119,0.0,0.0,9.0
8986,서울특별시 강남구 역삼동 테헤란로14길 29,0.0,0.0,6.0
8987,서울특별시 강남구 신사동 강남대로628,0.0,0.0,5.0
8988,서울특별시 강남구 대치동 924-5,1.0,0.0,4.0
8989,서울특별시 강남구 신사동 657-25,0.0,0.0,13.0
8990,서울특별시 강남구 논현2동 279-65,0.0,0.0,6.0
8991,서울특별시 강남구 역삼동 788-26,0.0,0.0,4.0
8992,서울특별시 강남구 대치동 939~29,1.0,0.0,5.0
8993,서울특별시 강남구 대치동 영동대로82길 19앞,0.0,3.0,7.0
8994,서울특별시 강남구 대치동 1012-50,0.0,3.0,8.0
8995,서울특별시 강남구 논현동 118-21,0.0,0.0,4.0
8996,서울특별시 강남구 역삼동 논현로98길22,0.0,0.0,10.0
8997,서울특별시 강남구 대치동 936-25,1.0,0.0,4.0
8998,서울특별시 강남구 개포동 1164-14번지,1.0,0.0,4.0
8999,서울특별시 강남구 역삼동 821-1,0.0,0.0,4.0
9000,서울특별시 강남구 역삼동 721번지,0.0,0.0,6.0
9001,서울특별시 강남구 논현동 240-11,0.0,0.0,5.0
9002,서울특별시 강남구 도곡동 547,1.0,0.0,3.0
9003,서울특별시 강남구 대치동 889-65주변,0.0,0.0,5.0
9004,서울특별시 강남구 논현동 서울 강남구 강남대로 512,1.0,0.0,1.0
9005,서울특별시 강남구 삼성동 148-12,0.0,1.0,11.0
9006,서울특별시 강남구 삼성동 10월 21일,0.0,0.0,5.0
9007,서울특별시 강남구 논현동 184-7,1.0,0.0,3.0
9008,서울특별시 강남구 삼성동 131 부근,0.0,0.0,6.0
9009,서울특별시 강남구 논현동 276-1 ACROHILLS논현,0.0,0.0,3.0
9010,서울특별시 강남구 압구정동 393,1.0,0.0,2.0
9011,서울특별시 강남구 논현동 140-5,1.0,0.0,4.0
9012,서울특별시 강남구 신사동 서울 강남구 선릉로 823,0.0,0.0,13.0
9013,서울특별시 강남구 자곡동 자곡로202,0.0,0.0,1.0
9014,서울특별시 강남구 도곡동 412-9,0.0,1.0,6.0
9015,서울특별시 강남구 역삼동 논현로71길 29,0.0,0.0,7.0
9016,서울특별시 강남구 도곡동 945-2,1.0,0.0,0.0
9017,서울특별시 강남구 청담동 62-39,1.0,1.0,7.0
9018,서울특별시 강남구 도곡동 553-5,1.0,0.0,1.0
9019,서울특별시 강남구 역삼동 722-2번지주변,0.0,0.0,7.0
9020,서울특별시 강남구 역삼동 825-21주변,0.0,0.0,4.0
9021,서울특별시 강남구 역삼동 823-16주변,0.0,0.0,6.0
9022,서울특별시 강남구 역삼동 655,0.0,0.0,11.0
9023,서울특별시 강남구 논현동 198-6,1.0,0.0,4.0
9024,서울특별시 강남구 역삼동 645-7,0.0,0.0,14.0
9025,서울특별시 강남구 역삼동 656-34,0.0,0.0,3.0
9026,서울특별시 강남구 도곡동 950-2,1.0,0.0,0.0
9027,서울특별시 강남구 도곡동 952-2,1.0,0.0,0.0
9028,서울특별시 강남구 역삼동 728-52,0.0,0.0,7.0
9029,서울특별시 강남구 역삼동 823-31주변,0.0,0.0,8.0
9030,서울특별시 강남구 삼성동 157-7,0.0,1.0,15.0
9031,서울특별시 강남구 도곡동 914-26,1.0,0.0,1.0
9032,서울특별시 강남구 개포동 186 청동빌딩,0.0,2.0,2.0
9033,서울특별시 강남구 삼성동 111-8 부근,0.0,1.0,7.0
9034,서울특별시 강남구 역삼동 611-1,0.0,0.0,17.0
9035,서울특별시 강남구 논현동 187-5,1.0,0.0,8.0
9036,서울특별시 강남구 압구정동 420 부근,1.0,0.0,3.0
9037,서울특별시 강남구 청담동 95-4주변,0.0,1.0,13.0
9038,서울특별시 강남구 삼성동 서울 강남구 선릉로 지하 580,0.0,0.0,2.0
9039,서울특별시 강남구 개포동 개포로26길20,1.0,1.0,4.0
9040,서울특별시 강남구 개포동 1172-6,1.0,0.0,5.0
9041,서울특별시 강남구 대치동 901,1.0,1.0,8.0
9042,서울특별시 강남구 논현동 227-1,0.0,0.0,11.0
9043,서울특별시 강남구 청담동 101-1주변,0.0,0.0,4.0
9044,서울특별시 강남구 역삼동 809-6,0.0,0.0,8.0
9045,서울특별시 강남구 삼성동 77-25,0.0,1.0,12.0
9046,서울특별시 강남구 역삼동 786-1,0.0,0.0,4.0
9047,서울특별시 강남구 청담동 2-14 대로변,1.0,0.0,14.0
9048,서울특별시 강남구 신사동 657-38,0.0,0.0,12.0
9049,서울특별시 강남구 대치동 973-23,0.0,2.0,6.0
9050,서울특별시 강남구 역삼동 673,0.0,0.0,6.0
9051,서울특별시 강남구 논현동 149-5번지주변,1.0,0.0,10.0
9052,서울특별시 강남구 역삼동 테헤란로39길 75,0.0,0.0,3.0
9053,서울특별시 강남구 역삼동 787-13,0.0,0.0,4.0
9054,서울특별시 강남구 논현동 208-14,0.0,0.0,10.0
9055,서울특별시 강남구 역삼동 825-24번지,0.0,0.0,3.0
9056,서울특별시 강남구 신사동 517-32,0.0,0.0,7.0
9057,서울특별시 강남구 역삼동 615-33,1.0,0.0,15.0
9058,서울특별시 강남구 신사동 642-1,0.0,0.0,11.0
9059,서울특별시 강남구 논현동 193-39번지,0.0,0.0,12.0
9060,서울특별시 강남구 역삼동 636-15번지주변,0.0,0.0,16.0
9061,서울특별시 강남구 역삼동 656-28,0.0,0.0,9.0
9062,서울특별시 강남구 대치동 900-67,1.0,0.0,6.0
9063,서울특별시 강남구 논현동 174-9,1.0,0.0,11.0
9064,서울특별시 강남구 수서동 714-3,1.0,1.0,0.0
9065,서울특별시 강남구 신사동 639-7주변,0.0,0.0,7.0
9066,서울특별시 강남구 대치동 943-3,0.0,1.0,10.0
9067,서울특별시 강남구 삼성동 151-29주변,0.0,1.0,13.0
9068,서울특별시 강남구 삼성동 116-2,0.0,0.0,8.0
9069,서울특별시 강남구 논현동 158-10주변,1.0,0.0,7.0
9070,서울특별시 강남구 도곡동 909-3,1.0,0.0,2.0
9071,서울특별시 강남구 신사동 647-22,0.0,0.0,16.0
9072,서울특별시 강남구 삼성동 09월 12일,0.0,0.0,5.0
9073,서울특별시 강남구 논현동 243-5,0.0,0.0,5.0
9074,서울특별시 강남구 논현동 16-46,0.0,0.0,5.0
9075,서울특별시 강남구 대치동 940,1.0,0.0,3.0
9076,서울특별시 강남구 신사동 505 무림(운전자 탑승),0.0,0.0,6.0
9077,서울특별시 강남구 압구정동  453 부근,0.0,1.0,11.0
9078,서울특별시 강남구 삼성동 테헤란로81길50,0.0,1.0,17.0
9079,서울특별시 강남구 논현동 학동로18길30,1.0,0.0,9.0
9080,서울특별시 강남구 대치동 978-8,0.0,2.0,6.0
9081,서울특별시 강남구 역삼동 660-12,0.0,0.0,15.0
9082,서울특별시 강남구 논현동 267-14 성안드레,0.0,0.0,3.0
9083,서울특별시 강남구 도곡동 947-24,1.0,0.0,0.0
9084,서울특별시 강남구 논현동 93번지주변,0.0,0.0,13.0
9085,서울특별시 강남구 역삼동 777-17,0.0,0.0,6.0
9086,서울특별시 강남구 신사동 656-5주변,0.0,0.0,12.0
9087,서울특별시 강남구 삼성동 107-10,0.0,1.0,6.0
9088,서울특별시 강남구 논현동 182-24,1.0,0.0,3.0
9089,서울특별시 강남구 삼성동 테헤란로77길9주변,0.0,1.0,10.0
9090,서울특별시 강남구 신사동 648-24,0.0,0.0,14.0
9091,서울특별시 강남구 역삼동 661-13,0.0,0.0,7.0
9092,서울특별시 강남구 세곡동 585,0.0,0.0,0.0
9093,서울특별시 강남구 역삼동 732-3번지,0.0,0.0,6.0
9094,서울특별시 강남구 신사동 621 신구중학교,0.0,1.0,8.0
9095,서울특별시 강남구 청담동 40-23주변,1.0,0.0,4.0
9096,서울특별시 강남구 삼성동 115-45,0.0,1.0,13.0
9097,서울특별시 강남구 삼성동 서울 강남구 봉은사로68길 41,0.0,1.0,14.0
9098,서울특별시 강남구 논현동 173-25주변,1.0,0.0,10.0
9099,서울특별시 강남구 청담동 46~11,1.0,1.0,3.0
9100,서울특별시 강남구 논현동 199-24주변,1.0,0.0,4.0
9101,서울특별시 강남구 청담동 125-13주변,0.0,1.0,3.0
9102,서울특별시 강남구 청담동 90~16,0.0,0.0,14.0
9103,서울특별시 강남구 대치동 979-24,0.0,2.0,6.0
9104,서울특별시 강남구 역삼동 777-43,0.0,0.0,5.0
9105,서울특별시 강남구 역삼동 837-26번지,0.0,0.0,1.0
9106,서울특별시 강남구 역삼동 696-1번지주변,0.0,0.0,5.0
9107,서울특별시 강남구 역삼동 625-10,0.0,0.0,16.0
9108,서울특별시 강남구 역삼동 선릉로93길54,0.0,0.0,4.0
9109,서울특별시 강남구 신사동 563-4,1.0,0.0,8.0
9110,서울특별시 강남구 역삼동 708-2,0.0,0.0,4.0
9111,서울특별시 강남구 논현동 논현로119길27,1.0,0.0,11.0
9112,서울특별시 강남구 논현동 143-23,1.0,0.0,1.0
9113,서울특별시 강남구 역삼동 816-6,0.0,0.0,7.0
9114,서울특별시 강남구 논현동 97-26,0.0,0.0,8.0
9115,서울특별시 강남구 역삼동 800-51,0.0,0.0,16.0
9116,서울특별시 강남구 삼성동 157-17,0.0,1.0,12.0
9117,서울특별시 강남구 논현동 서울 강남구 논현동 280-11,1.0,0.0,9.0
9118,서울특별시 강남구 삼성동 107-4,0.0,1.0,5.0
9119,서울특별시 강남구 대치동 999-2,0.0,3.0,7.0
9120,서울특별시 강남구 삼성동 9-2번지,0.0,0.0,4.0
9121,서울특별시 강남구 신사동 543-5,1.0,0.0,7.0
9122,서울특별시 강남구 역삼동 619-11,0.0,0.0,8.0
9123,서울특별시 강남구 역삼동 강남대로62길 21,0.0,0.0,1.0
9124,서울특별시 강남구 삼성동 118-11,0.0,0.0,9.0
9125,서울특별시 강남구 압구정동 490 (한양2동~45동),0.0,0.0,2.0
9126,서울특별시 강남구 일원동 서울 강남구 일원동 716,0.0,1.0,2.0
9127,서울특별시 강남구 역삼동 766-15,0.0,0.0,3.0
9128,서울특별시 강남구 논현동 62-10 석플란트치과,0.0,0.0,8.0
9129,서울특별시 강남구 논현동 서울특별시 강남구 논현로128길 5,0.0,0.0,10.0
9130,서울특별시 강남구 역삼동 606주변,0.0,0.0,16.0
9131,서울특별시 강남구 역삼동 언주로75길6,0.0,0.0,4.0
9132,서울특별시 강남구 논현동 182-27,1.0,0.0,3.0
9133,서울특별시 강남구 역삼동 661-27,0.0,0.0,5.0
9134,서울특별시 강남구 삼성동 141주변,0.0,0.0,6.0
9135,서울특별시 강남구 도곡동 남부순환로359길22,1.0,0.0,1.0
9136,서울특별시 강남구 논현동 강남대로128길20,1.0,0.0,4.0
9137,서울특별시 강남구 대치동 895주변,0.0,1.0,11.0
9138,서울특별시 강남구 도곡동 강남대로42길31,1.0,0.0,0.0
9139,서울특별시 강남구 삼성동 서울 강남구 삼성동 123-30,0.0,1.0,14.0
9140,서울특별시 강남구 개포동 1229-7,0.0,0.0,2.0
9141,서울특별시 강남구 삼성동 143-6,0.0,1.0,13.0
9142,서울특별시 강남구 역삼동 696-6,0.0,0.0,5.0
9143,서울특별시 강남구 논현동 162-13번지주변,1.0,0.0,2.0
9144,서울특별시 강남구 자곡동 서울 강남구 자곡동 447-23,0.0,0.0,0.0
9145,서울특별시 강남구 도곡동 남부순환로363길12-31,1.0,0.0,2.0
9146,서울특별시 강남구 역삼동 802-9,0.0,0.0,3.0
9147,서울특별시 강남구 논현동 86 금강빌딩,0.0,0.0,9.0
9148,서울특별시 강남구 청담동 서울 강남구 영동대로 726,0.0,0.0,1.0
9149,서울특별시 강남구 역삼동 756,1.0,0.0,4.0
9150,서울특별시 강남구 논현동 138-23번지주변,1.0,0.0,4.0
9151,서울특별시 강남구 율현동 123-1,1.0,1.0,0.0
9152,서울특별시 강남구 역삼동 테헤란로27길,0.0,0.0,14.0
9153,서울특별시 강남구 논현동 40 (학동로17길),0.0,0.0,7.0
9154,서울특별시 강남구 대치동 956-3,0.0,2.0,10.0
9155,서울특별시 강남구 역삼동 825-9,0.0,0.0,3.0
9156,서울특별시 강남구 신사동 587-23 하나은행(운전자 탑승),0.0,0.0,10.0
9157,서울특별시 강남구 대치동 영동대로86길28,0.0,3.0,7.0
9158,서울특별시 강남구 논현동 162-12주변,1.0,0.0,3.0
9159,서울특별시 강남구 논현동 193-30,0.0,0.0,12.0
9160,서울특별시 강남구 신사동 언주로164길39,0.0,0.0,15.0
9161,서울특별시 강남구 논현동 16-45번지,0.0,0.0,5.0
9162,서울특별시 강남구 논현동 90-6번지주변,0.0,0.0,8.0
9163,서울특별시 강남구 대치동 902 주변,0.0,1.0,9.0
9164,서울특별시 강남구 도곡동 946-18,1.0,0.0,0.0
9165,서울특별시 강남구 삼성동 124주변,0.0,1.0,13.0
9166,서울특별시 강남구 대치동 900-38번지,1.0,0.0,5.0
9167,서울특별시 강남구 대치동 989-7,0.0,1.0,6.0
9168,서울특별시 강남구 논현동 강남대로536,1.0,0.0,2.0
9169,"서울특별시 강남구 청담동 5-25 (청담동, 청담휴먼스타빌)",1.0,1.0,10.0
9170,서울특별시 강남구 대치동 선릉로64길20,1.0,0.0,4.0
9171,서울특별시 강남구 논현동 158-16,1.0,0.0,7.0
9172,서울특별시 강남구 대치동  898-4 부근,0.0,0.0,3.0
9173,서울특별시 강남구 신사동 565-12,1.0,0.0,8.0
9174,서울특별시 강남구 도곡동 421-1 부근,0.0,2.0,5.0
9175,서울특별시 강남구 대치동 선릉로86길18,0.0,0.0,5.0
9176,서울특별시 강남구 압구정동 458 N마켓,0.0,1.0,12.0
9177,서울특별시 강남구 대치동 948 보도걸침,0.0,3.0,10.0
9178,서울특별시 강남구 대치동 920-7,1.0,0.0,5.0
9179,서울특별시 강남구 논현동 봉은사로7길38,1.0,0.0,8.0
9180,서울특별시 강남구 역삼동 637-29,0.0,0.0,16.0
9181,서울특별시 강남구 논현동 107(1~5),0.0,0.0,8.0
9182,서울특별시 강남구 역삼동 645,0.0,0.0,16.0
9183,서울특별시 강남구 논현동 222,0.0,0.0,13.0
9184,서울특별시 강남구 일원동 678-6,1.0,1.0,1.0
9185,서울특별시 강남구 청담동 19-8주변,1.0,0.0,15.0
9186,서울특별시 강남구 삼성동 148-3,0.0,0.0,11.0
9187,서울특별시 강남구 청담동 5번지,1.0,1.0,13.0
9188,서울특별시 강남구 논현동  280-9 ,1.0,0.0,5.0
9189,서울특별시 강남구 일원동 677-1,2.0,2.0,1.0
9190,서울특별시 강남구 논현동 279-48,1.0,0.0,4.0
9191,서울특별시 강남구 대치동 1011-42,1.0,0.0,6.0
9192,서울특별시 강남구 도곡동 도곡로4길15,1.0,0.0,0.0
9193,서울특별시 강남구 신사동 서울 강남구 신사동 563-44,1.0,0.0,8.0
9194,서울특별시 강남구 일원동 681-1,1.0,1.0,1.0
9195,서울특별시 강남구 신사동 언주로171길,0.0,1.0,10.0
9196,서울특별시 강남구 논현동 142-3번지주변,1.0,0.0,2.0
9197,서울특별시 강남구 논현동 강남대로124길66,1.0,0.0,7.0
9198,서울특별시 강남구 신사동 550-17,1.0,0.0,8.0
9199,서울특별시 강남구 수서동 서울 강남구 광평로 196,0.0,0.0,0.0
9200,서울특별시 강남구 도곡동 943주변,0.0,0.0,0.0
9201,서울특별시 강남구 논현동 169-9주변,1.0,0.0,10.0
9202,서울특별시 강남구 역삼동 635국기원정문,0.0,0.0,15.0
9203,서울특별시 강남구 신사동 570.8,1.0,0.0,8.0
9204,서울특별시 강남구 역삼동 647-19와646,0.0,0.0,14.0
9205,서울특별시 강남구 청담동 도산대로510,0.0,1.0,6.0
9206,서울특별시 강남구 청담동 5-15번지주변,1.0,1.0,11.0
9207,서울특별시 강남구 역삼동 745-1,0.0,0.0,9.0
9208,서울특별시 강남구 역삼동 766-23,0.0,0.0,4.0
9209,서울특별시 강남구 일원동 624-4,2.0,1.0,0.0
9210,서울특별시 강남구 대치동 316 부근,0.0,0.0,3.0
9211,서울특별시 강남구 도곡동 518-8,0.0,2.0,5.0
9212,서울특별시 강남구 논현동 189-13,1.0,0.0,11.0
9213,서울특별시 강남구 역삼동 봉은사로50길37,0.0,0.0,3.0
9214,서울특별시 강남구 청담동 3-19주변,1.0,0.0,13.0
9215,서울특별시 강남구 신사동 544-4,1.0,0.0,7.0
9216,서울특별시 강남구 역삼동 804 한신인터밸리,0.0,0.0,12.0
9217,서울특별시 강남구 역삼동 721-13번지주변,0.0,0.0,6.0
9218,서울특별시 강남구 역삼동 837-2,0.0,0.0,1.0
9219,서울특별시 강남구 논현동 09월 23일,0.0,0.0,7.0
9220,서울특별시 강남구 삼성동 114-11,0.0,0.0,7.0
9221,서울특별시 강남구 역삼동 언주로93길,0.0,0.0,6.0
9222,서울특별시 강남구 압구정동 493주변,0.0,0.0,2.0
9223,서울특별시 강남구 청담동 41-3주변,1.0,0.0,5.0
9224,서울특별시 강남구 논현동 서울 강남구 봉은사로 지하 201,0.0,0.0,13.0
9225,서울특별시 강남구 역삼동 643-13,0.0,0.0,14.0
9226,서울특별시 강남구 삼성동 141-29,0.0,1.0,7.0
9227,서울특별시 강남구 청담동 12월 21일,1.0,1.0,10.0
9228,서울특별시 강남구 신사동 505주변,0.0,0.0,6.0
9229,서울특별시 강남구 일원동 675,1.0,1.0,1.0
9230,서울특별시 강남구 신사동 560-16,1.0,0.0,10.0
9231,서울특별시 강남구 도곡동 남부순환로359길16,1.0,0.0,1.0
9232,서울특별시 강남구 역삼동 813-2,0.0,0.0,8.0
9233,서울특별시 강남구 대치동 939-28,1.0,0.0,5.0
9234,서울특별시 강남구 청담동 93-4 번지주변,0.0,1.0,16.0
9235,서울특별시 강남구 역삼동 823-30번지,0.0,0.0,9.0
9236,서울특별시 강남구 삼성동 145-10,0.0,0.0,9.0
9237,서울특별시 강남구 역삼동 858 강남역11번출구(운전자탑승),0.0,0.0,1.0
9238,서울특별시 강남구 역삼동 강남대로106길,0.0,0.0,8.0
9239,서울특별시 강남구 역삼동 637-22,0.0,0.0,16.0
9240,서울특별시 강남구 도곡동 도곡로6길18,1.0,0.0,0.0
9241,서울특별시 강남구 자곡동 611주변,0.0,0.0,0.0
9242,서울특별시 강남구 논현동 163-12 번지주변,1.0,0.0,1.0
9243,서울특별시 강남구 신사동 668-46 부근,0.0,0.0,10.0
9244,서울특별시 강남구 대치동  600 부근,0.0,1.0,3.0
9245,서울특별시 강남구 역삼동 789-19,0.0,0.0,7.0
9246,서울특별시 강남구 청담동 09월 11일,1.0,1.0,7.0
9247,서울특별시 강남구 신사동 640-11주변,0.0,0.0,10.0
9248,서울특별시 강남구 역삼동 선릉로93길8,0.0,0.0,5.0
9249,서울특별시 강남구 자곡동 207-6,0.0,1.0,0.0
9250,서울특별시 강남구 논현동 157-13,1.0,0.0,8.0
9251,서울특별시 강남구 청담동 134주변,0.0,0.0,1.0
9252,서울특별시 강남구 삼성동 봉은사로68길55,0.0,1.0,14.0
9253,서울특별시 강남구 논현동 262,0.0,0.0,7.0
9254,서울특별시 강남구 신사동 668-16,0.0,0.0,11.0
9255,서울특별시 강남구 역삼동 699-24,0.0,0.0,4.0
9256,서울특별시 강남구 논현동 158-21주변,1.0,0.0,6.0
9257,서울특별시 강남구 신사동 569-46,1.0,0.0,8.0
9258,서울특별시 강남구 청담동 134-20번지,0.0,0.0,1.0
9259,서울특별시 강남구 삼성동  7-5,1.0,0.0,4.0
9260,서울특별시 강남구 논현동 서울 강남구 언주로130길 18,0.0,0.0,4.0
9261,서울특별시 강남구 논현동 206-10번지,0.0,0.0,15.0
9262,서울특별시 강남구 논현동 서울특별시 강남구 언주로129길 21,0.0,0.0,10.0
9263,서울특별시 강남구 역삼동 747-1,0.0,0.0,9.0
9264,서울특별시 강남구 논현동 10월 21일,0.0,0.0,8.0
9265,서울특별시 강남구 논현동 21-16번지,0.0,0.0,5.0
9266,서울특별시 강남구 논현동 164-14번지,1.0,0.0,1.0
9267,서울특별시 강남구 논현동 봉은사로303,0.0,0.0,4.0
9268,서울특별시 강남구 논현동 196번지,1.0,0.0,8.0
9269,서울특별시 강남구 대치동 977주변,0.0,3.0,6.0
9270,서울특별시 강남구 수서동 725로즈데일주변,1.0,1.0,0.0
9271,서울특별시 강남구 신사동 652-4주변,0.0,0.0,14.0
9272,서울특별시 강남구 청담동 06월 18일,1.0,1.0,8.0
9273,서울특별시 강남구 율현동 298-11,0.0,1.0,3.0
9274,서울특별시 강남구 역삼동 604-11번지주변,0.0,0.0,17.0
9275,서울특별시 강남구 압구정동 521 SM빌딩,0.0,0.0,11.0
9276,서울특별시 강남구 일원동 서울 강남구 광평로 61 (일원동),0.0,1.0,3.0
9277,서울특별시 강남구 개포동 1214-10번지,1.0,1.0,4.0
9278,서울특별시 강남구 논현동 34-20,0.0,0.0,11.0
9279,서울특별시 강남구 압구정동 661-17,0.0,0.0,10.0
9280,서울특별시 강남구 논현동 68-15,0.0,0.0,7.0
9281,서울특별시 강남구 일원동 662-7,2.0,1.0,1.0
9282,서울특별시 강남구 세곡동 577번지,0.0,0.0,0.0
9283,서울특별시 강남구 논현동 193-15번지주변,1.0,0.0,11.0
9284,서울특별시 강남구 일원동 서울특별시 강남구 양재대로55길 21,1.0,0.0,1.0
9285,서울특별시 강남구 역삼동 언주로104길,0.0,0.0,3.0
9286,서울특별시 강남구 수서동 199-1,0.0,1.0,0.0
9287,서울특별시 강남구 역삼동 704-46,0.0,0.0,4.0
9288,서울특별시 강남구 신사동 648-14번지,0.0,0.0,14.0
9289,서울특별시 강남구 도곡동 서울 강남구 남부순환로 2745,0.0,1.0,5.0
9290,서울특별시 강남구 역삼동 832-40,0.0,0.0,3.0
9291,서울특별시 강남구 논현동 159-21,1.0,0.0,4.0
9292,서울특별시 강남구 역삼동 656-10,0.0,0.0,11.0
9293,서울특별시 강남구 역삼동 601-31,1.0,0.0,8.0
9294,서울특별시 강남구 삼성동 111-51,0.0,0.0,2.0
9295,서울특별시 강남구 역삼동 782-22,0.0,0.0,4.0
9296,서울특별시 강남구 역삼동 726-8,0.0,0.0,11.0
9297,서울특별시 강남구 청담동 124-5 우리은행,0.0,1.0,6.0
9298,서울특별시 강남구 압구정동 640-2,0.0,0.0,7.0
9299,서울특별시 강남구 대치동 912-21,1.0,0.0,7.0
9300,서울특별시 강남구 청담동 15-21,1.0,1.0,9.0
9301,서울특별시 강남구 청담동 77-28 부근,1.0,0.0,15.0
9302,서울특별시 강남구 논현동 213-25,0.0,0.0,10.0
9303,서울특별시 강남구 신사동 663-1번지주변,0.0,0.0,14.0
9304,서울특별시 강남구 신사동 514-21,0.0,0.0,6.0
9305,서울특별시 강남구 역삼동 747-24,0.0,0.0,11.0
9306,서울특별시 강남구 논현동 논현로128길8,0.0,0.0,10.0
9307,서울특별시 강남구 논현동 논현로706,0.0,0.0,10.0
9308,서울특별시 강남구 일원동 614  주변,1.0,2.0,2.0
9309,서울특별시 강남구 역삼동 695-39,0.0,0.0,5.0
9310,서울특별시 강남구 논현동 155,1.0,0.0,10.0
9311,서울특별시 강남구 역삼동 649-1번지,0.0,0.0,9.0
9312,서울특별시 강남구 논현동 104-3,0.0,0.0,8.0
9313,서울특별시 강남구 역삼동 714,0.0,0.0,4.0
9314,서울특별시 강남구 역삼동 724-1번지,0.0,0.0,9.0
9315,서울특별시 강남구 도곡동 948-26주변,1.0,0.0,0.0
9316,서울특별시 강남구 신사동 545-2,1.0,0.0,7.0
9317,서울특별시 강남구 역삼동 언주로71길28,0.0,0.0,6.0
9318,서울특별시 강남구 논현동 188-9,1.0,0.0,10.0
9319,서울특별시 강남구 역삼동 도곡로205,0.0,0.0,5.0
9320,서울특별시 강남구 역삼동 742-8,0.0,0.0,7.0
9321,서울특별시 강남구 삼성동 99-15,1.0,1.0,4.0
9322,서울특별시 강남구 논현동 도산대로38길58,0.0,0.0,10.0
9323,서울특별시 강남구 개포동 1184-3 부근,1.0,0.0,6.0
9324,서울특별시 강남구 신사동 542-4,1.0,0.0,8.0
9325,서울특별시 강남구 삼성동 21-1 노브랜드,0.0,0.0,5.0
9326,서울특별시 강남구 논현동 213-12,0.0,0.0,10.0
9327,서울특별시 강남구 논현동 184-32,1.0,0.0,2.0
9328,서울특별시 강남구 대치동 1017-1 부근,0.0,1.0,6.0
9329,서울특별시 강남구 대치동 923-15주변,1.0,0.0,4.0
9330,서울특별시 강남구 역삼동 771-13,0.0,0.0,6.0
